Alpha, EGS, ChooseA, AvoidB, PickA, PickB, PickC, PickD, PickE, PickF
 0.04,   0.1, 0.875, .9375, .3141, -.314, .1452, -.145, .0489, -.049
 0.04,   0.1, .9375,   1.0, .4713, -.471, .4208, -.421, .0407, -.041
 0.04,   0.1,  0.75, 0.875, .3289, -.329, .3681, -.368, -.029, .0294
 0.04,   0.1, .6875,  0.75, .1977, -.198, .2688, -.269, .1463, -.146
 0.04,   0.1,   1.0, .8125, .4396, -0.44, .3295, -0.33, .1959, -.196
 0.04,   0.1, .9375, .9375, 0.482, -.482, .4547, -.455, .1701, -0.17
 0.04,   0.1, 0.875, .8125, .3145, -.314, .1811, -.181, .0773, -.077
 0.04,   0.1, .8125, 0.875,  0.31, -0.31, .2871, -.287, .1337, -.134
 0.04,   0.1,   1.0, 0.875, .5109, -.511, .1932, -.193, .0623, -.062
 0.04,   0.1, 0.875, .9375, .5917, -.592, .4314, -.431, .2295, -0.23
 0.04,   0.1, .5625, .6875, .2728, -.273, .4044, -.404,  0.21, -0.21
 0.04,   0.1, 0.875, .9375, .4328, -.433, .1822, -.182, .1055, -.106
 0.04,   0.1, 0.625,   0.5, .2548, -.255, .3901, -0.39, .1837, -.184
 0.04,   0.1, .8125, .6875, .2644, -.264, .1513, -.151, .1902, -0.19
 0.04,   0.1, 0.875, .8125, .3702, -0.37, 0.225, -.225, .1492, -.149
 0.04,   0.1, .9375,   1.0, .5992, -.599, .3639, -.364, -.012, .0123
 0.04,   0.1, 0.875, .8125, .3743, -.374, .2207, -.221, .2105, -0.21
 0.04,   0.1, .9375,   1.0, 0.391, -.391, .1109, -.111, 0.111, -.111
 0.04,   0.1,   1.0, 0.875, .3884, -.388, .1619, -.162, 0.068, -.068
 0.04,   0.1, .6875,  0.75, .3146, -.315, .3444, -.344, .1273, -.127
 0.04,   0.1,   1.0,   1.0, .4186, -.419, .2443, -.244, .2034, -.203
 0.04,   0.1, .9375, .9375, .4888, -.489, .2252, -.225, .1436, -.144
 0.04,   0.1, 0.875, .8125, .3572, -.357, .2811, -.281, .2217, -.222
 0.04,   0.1, 0.875, .9375, .4204, -0.42, .2661, -.266, .1766, -.177
 0.04,   0.1, 0.875, .8125, .4797, -0.48, .2691, -.269, .1798, -0.18
 0.04,   0.1,   1.0, .9375, .6459, -.646, .4316, -.432, .0607, -.061
 0.04,   0.1, .8125, .9375, .4767, -.477, .3459, -.346, .3184, -.318
 0.04,   0.1, .8125, .8125, .3219, -.322, .3058, -.306, .0999,  -0.1
 0.04,   0.1, .8125, .9375, .3122, -.312, .3237, -.324, -.009, .0093
 0.04,   0.1, .8125, .8125, .4334, -.433, .4111, -.411, .2245, -.225
 0.04,   0.1,  0.75, .8125, .3119, -.312, 0.354, -.354, .2718, -.272
 0.04,   0.1, .9375,  0.75, .5712, -.571, .4393, -.439, .3025, -.303
 0.04,   0.1,  0.75, .9375, .2979, -.298, -.042, .0422, .2602, -0.26
 0.04,   0.1, .9375, .8125, .4065, -.407, 0.205, -.205, .2059, -.206
 0.04,   0.1, .8125,  0.75, .4372, -.437, .4068, -.407, .3101, -0.31
 0.04,   0.1, .8125, .8125, .3663, -.366,   0.3,  -0.3, .1998,  -0.2
 0.04,   0.1, .6875, 0.875, .1598, -0.16, .2409, -.241, .0065, -.006
 0.04,   0.1, .6875, 0.625, .0907, -.091, 0.422, -.422, 0.271, -.271
 0.04,   0.1,   1.0, 0.875, .3393, -.339, .2818, -.282, -.003, .0035
 0.04,   0.1, .9375,   1.0, .6046, -.605, .2055, -.206, .1354, -.135
 0.04,   0.1, .8125, .9375, .2928, -.293, .0089, -.009, .1618, -.162
 0.04,   0.1, 0.875, .8125, .3369, -.337, .3083, -.308, .1314, -.131
 0.04,   0.1, .6875, .8125, .3193, -.319, .3435, -.344, .0319, -.032
 0.04,   0.1,  0.75, .6875, .3619, -.362, .3076, -.308, 0.432, -.432
 0.04,   0.1,  0.75, .8125, .4728, -.473,  0.53, -0.53, .0274, -.027
 0.04,   0.1,   1.0,   1.0, .5026, -.503, .0752, -.075, -.094, .0944
 0.04,   0.1, .8125,  0.75, .3885, -.389, .3147, -.315, .2552, -.255
 0.04,   0.1, .9375,   1.0, .4042, -.404, -.003, .0026, .0494, -.049
 0.04,   0.1, .9375, 0.875, .4676, -.468, .2422, -.242, .2095, -.209
 0.04,   0.1, 0.875, 0.875, .3997,  -0.4, .3693, -.369, .0289, -.029
 0.04,   0.1, .8125, .9375, .4058, -.406, .3489, -.349, .1766, -.177
 0.04,   0.1, .6875, 0.875, .4051, -.405, .2897, -0.29, .1226, -.123
 0.04,   0.1,  0.75, .9375, .6377, -.638, .4793, -.479, .3214, -.321
 0.04,   0.1, 0.875,  0.75, .4169, -.417, .2579, -.258, .2548, -.255
 0.04,   0.1,   1.0,   1.0, .5411, -.541, .3766, -.377, .0936, -.094
 0.04,   0.1,   1.0, .8125, 0.247, -.247, .2312, -.231, .1904, -0.19
 0.04,   0.1,   1.0, .9375, .4177, -.418, -.001, .0011, -.083, .0827
 0.04,   0.1, 0.875, .6875, .3157, -.316, .3047, -.305, .1072, -.107
 0.04,   0.1, .8125, 0.875, .2604, -0.26, .2015, -.201, .1139, -.114
 0.04,   0.1, 0.875, .8125, .4741, -.474, .3062, -.306, .2764, -.276
 0.04,   0.1, .8125,  0.75, .3411, -.341, .5159, -.516, .0222, -.022
 0.04,   0.1,   1.0, .9375, .5581, -.558, .3581, -.358, -.007, .0071
 0.04,   0.1, .8125, .6875, 0.271, -.271, .4089, -.409, -.151, .1505
 0.04,   0.1,   0.5, .5625, .1024, -.102, .2304, -0.23, .2346, -.235
 0.04,   0.1, 0.875, .8125, .5662, -.566, .5308, -.531, .1207, -.121
 0.04,   0.1,  0.75, 0.875, 0.451, -.451, 0.339, -.339, .2103, -0.21
 0.04,   0.1,   1.0, .9375, .4688, -.469, .2499, -0.25, .2917, -.292
 0.04,   0.1, 0.875, .8125, .4489, -.449, .2945, -.294, -0.08, .0801
 0.04,   0.1, 0.875, .9375, .3869, -.387, .1427, -.143, .1698, -0.17
 0.04,   0.1,   1.0, 0.875, 0.518, -.518, .3413, -.341, -.032, .0325
 0.04,   0.1,   1.0, 0.875, .5212, -.521, .2467, -.247, .2124, -.212
 0.04,   0.1,   1.0, 0.875, .4426, -.443, .2342, -.234, .1126, -.113
 0.04,   0.1, 0.875, .9375, .3919, -.392, 0.125, -.125, 0.104, -.104
 0.04,   0.1, .6875,  0.75, .1729, -.173, 0.015, -.015, .0443, -.044
 0.04,   0.1, .8125, .9375, .4919, -.492, .3677, -.368, .1745, -.174
 0.04,   0.1, .9375,   1.0, .4542, -.454, .3094, -.309, .1346, -.135
 0.04,   0.1,   1.0,   1.0, .6325, -.632, .3889, -.389, .0388, -.039
 0.04,   0.1, 0.875, .6875, .3275, -.327, .3285, -.329, .2131, -.213
 0.04,   0.1, 0.625, .8125, .3631, -.363, .5884, -.588, .2545, -.254
 0.04,   0.1,  0.75,  0.75, .2291, -.229, .1875, -.188, .0833, -.083
 0.04,   0.1, .8125, 0.875, .4585, -.459, .2663, -.266, .2069, -.207
 0.04,   0.1,   1.0, 0.875, 0.542, -.542, .3604, -0.36, .0678, -.068
 0.04,   0.1,  0.75,  0.75, .3007, -.301, 0.346, -.346, .2067, -.207
 0.04,   0.1, .9375, .9375, .5198, -0.52, .1966, -.197, .1053, -.105
 0.04,   0.1, .9375,   1.0, .4872, -.487, .3434, -.343, .2029, -.203
 0.04,   0.1, .8125, 0.875, 0.461, -.461, .2628, -.263, .2451, -.245
 0.04,   0.1, .9375, .8125, .4508, -.451, .3371, -.337, .0263, -.026
 0.04,   0.1, 0.875,   1.0, 0.471, -.471, .3989, -.399, .1462, -.146
 0.04,   0.1, .9375, .9375, .3474, -.347, .1925, -.192, .1068, -.107
 0.04,   0.1,   1.0,   1.0, 0.558, -.558, .0553, -.055, .1236, -.124
 0.04,   0.1, 0.875, .9375, .5004,  -0.5, 0.322, -.322, .1223, -.122
 0.04,   0.1, .9375, .8125, .3811, -.381, .3905, -0.39, .1469, -.147
 0.04,   0.1, 0.875, 0.875, .4619, -.462, 0.289, -.289, .0226, -.023
 0.04,   0.1, .6875, 0.875, .2712, -.271, .1864, -.186, .1272, -.127
 0.04,   0.1, .9375, .8125, .4459, -.446, .3828, -.383, .1405, -0.14
 0.04,   0.1, 0.625, .8125, .3797, -0.38, .3384, -.338, .4281, -.428
 0.04,   0.1,   1.0, .9375, 0.558, -.558, .2045, -.205, .2179, -.218
 0.04,   0.1,   1.0, .9375, 0.558, -.558, .0956, -.096, 0.024, -.024
 0.04,   0.1, .8125, 0.875, 0.441, -.441, .4145, -.414, .2046, -.205
 0.04,   0.1, .9375, 0.875, .4391, -.439, .2634, -.263, 0.206, -.206
 0.04,   0.1, .8125,  0.75, .3735, -.374, 0.361, -.361, .1098, -0.11
 0.04,   0.1, .9375, .9375, .2936, -.294, 0.095, -.095, .0295, -.029
 0.04,   0.1,   1.0,   1.0, .4984, -.498, .1319, -.132, .3038, -.304
 0.04,   0.1, 0.875, .9375, 0.396, -.396,  0.29, -0.29, .1698, -0.17
 0.04,   0.1,   1.0, .6875, .2733, -.273, 0.098, -.098, .1605, -.161
 0.04,   0.1,   1.0,   1.0, .3936, -.394, .2287, -.229, .2361, -.236
 0.04,   0.1, .8125, .8125, .3743, -.374, .3929, -.393, .2096, -0.21
 0.04,   0.1, .8125,  0.75, .4293, -.429, .3287, -.329, .3327, -.333
 0.04,   0.1, 0.875, .8125, .4916, -.492, 0.484, -.484, .0471, -.047
 0.04,   0.1, 0.875,  0.75, .3602, -0.36, .2416, -.242, .1429, -.143
 0.04,   0.1, .9375,   1.0, .4258, -.426, .0511, -.051, .1347, -.135
 0.04,   0.1, 0.875, .5625, .3614, -.361, .3868, -.387, -.042, .0417
 0.04,   0.1, .9375, .9375, .4439, -.444, .1381, -.138, .1601, -0.16
 0.04,   0.1,  0.75, .5625, .2576, -.258, .2462, -.246, .1583, -.158
 0.04,   0.1, .9375, .8125, .5431, -.543, .4558, -.456, .2595, -.259
 0.04,   0.1, .9375,   1.0, .4382, -.438, .1363, -.136, .2397, -0.24
 0.04,   0.1, .6875, 0.625, .2855, -.286, 0.363, -.363, .1829, -.183
 0.04,   0.1,   1.0, .9375, .5793, -.579, .2696, -0.27, .0543, -.054
 0.04,   0.1, .8125, .6875, 0.314, -.314, .3149, -.315, .0949, -.095
 0.04,   0.1, .9375, .6875, .2394, -.239, .2328, -.233, .2405, -.241
 0.04,   0.1,   1.0, .9375, .5448, -.545, .3223, -.322, .1519, -.152
 0.04,   0.1, 0.875, 0.875, .3266, -.327, .2063, -.206, -.037, .0373
 0.04,   0.1, .8125, .8125, .3795, -0.38, .1685, -.168, 0.209, -.209
 0.04,   0.1,  0.75, 0.625, .2379, -.238, .2686, -.269, .3523, -.352
 0.04,   0.1,   1.0, .8125, .4787, -.479, .4479, -.448, .2789, -.279
 0.04,   0.1, 0.875, .9375, .4396, -0.44, .1178, -.118, .1438, -.144
 0.04,   0.1, .8125,   1.0, .3989, -.399, .2894, -.289, .1808, -.181
 0.04,   0.1, .6875,  0.75, .3422, -.342, .2528, -.253, .3107, -.311
 0.04,   0.1, .9375, .9375, .7526, -.753, .3684, -.368, .0044, -.004
 0.04,   0.1, 0.875, 0.875, .4088, -.409, .2052, -.205, .2478, -.248
 0.04,   0.1, .8125,   1.0, .5192, -.519, .4318, -.432, .4759, -.476
 0.04,   0.1, 0.875, 0.875, .3605, -0.36, .3607, -.361, .0743, -.074
 0.04,   0.1, 0.625, .9375, .3689, -.369, .1584, -.158, .1679, -.168
 0.04,   0.1, .9375, 0.875, .3763, -.376, .1813, -.181, .2106, -.211
 0.04,   0.1, .6875,   1.0, .4735, -.473, .4657, -.466, .2245, -.224
 0.04,   0.1,   1.0, .8125, 0.377, -.377, .2154, -.215, .1097, -0.11
 0.04,   0.1, 0.875, .8125, .2744, -.274, .1122, -.112, .1916, -.192
 0.04,   0.1, 0.625,  0.75, .2063, -.206, .2253, -.225, .2128, -.213
 0.04,   0.1, .8125, .6875, 0.294, -.294, .3495, -0.35, .1514, -.151
 0.04,   0.1, .9375, .9375, .4467, -.447, .1182, -.118, 0.201, -.201
 0.04,   0.1, .8125,  0.75, .5359, -.536, .4613, -.461, .1933, -.193
 0.04,   0.1,  0.75, 0.625, .2252, -.225, .3917, -.392, .1841, -.184
 0.04,   0.1,   0.5, .5625, .1484, -.148, 0.186, -.186, .4374, -.437
 0.04,   0.1, .8125, .9375, .4783, -.478, .4095, -0.41, -.039, .0394
 0.04,   0.1,   1.0,  0.75, .4396, -0.44, .2365, -.237, .0257, -.026
 0.04,   0.1, .9375,  0.75, .4603, -0.46, .1921, -.192, .3506, -.351
 0.04,   0.1, 0.875, 0.875, .4161, -.416, .1617, -.162, .0541, -.054
 0.04,   0.1, .5625,   0.5, .2058, -.206, 0.133, -.133, .0955, -.096
 0.04,   0.1,   1.0,   1.0, .4798, -0.48, .1828, -.183, .1402, -0.14
0.041,   0.1, .6875,  0.75, .2558, -.256, .3088, -.309, .2315, -.232
0.041,   0.1, .9375,   1.0, .5359, -.536, 0.351, -.351, .1431, -.143
0.041,   0.1, .6875,  0.75, .2854, -.285, .3352, -.335, .2523, -.252
0.041,   0.1, .9375, .9375, .3846, -.385, .1103, -0.11, .2736, -.274
0.041,   0.1,  0.75, 0.875, .3589, -.359, .2588, -.259, .3631, -.363
0.041,   0.1,   1.0,   1.0, .6613, -.661, .3169, -.317, .1671, -.167
0.041,   0.1,  0.75, 0.625, .3677, -.368, .3373, -.337, .4396, -0.44
0.041,   0.1, 0.875,   1.0, .4557, -.456, .2405, -0.24, .0524, -.052
0.041,   0.1,   1.0, 0.875, .3923, -.392, 0.218, -.218, .0955, -.096
0.041,   0.1, .9375, 0.875, .6392, -.639, .2835, -.284, .3843, -.384
0.041,   0.1, .8125, 0.875, .3608, -.361, .0502, -0.05, .1162, -.116
0.041,   0.1,   1.0,   1.0, .3884, -.388, 0.123, -.123, .0876, -.088
0.041,   0.1, 0.875, 0.625, .4026, -.403, 0.195, -.195, .3862, -.386
0.041,   0.1, .8125, .8125, .4554, -.455, .5438, -.544, .1717, -.172
0.041,   0.1,   1.0,  0.75, .3298, -0.33, .2442, -.244, .0765, -.077
0.041,   0.1, .9375, 0.875, .5519, -.552, .4266, -.427, .1626, -.163
0.041,   0.1, .8125, .8125, 0.261, -.261,  0.28, -0.28, .2375, -.237
0.041,   0.1, .8125, .6875, .3071, -.307, .1375, -.137, .0625, -.063
0.041,   0.1,  0.75, .8125, .5523, -.552, .4354, -.435, .2515, -.251
0.041,   0.1, .5625, .4375, .0409, -.041, .2047, -.205, .2103, -0.21
0.041,   0.1, .8125, .6875, .3981, -.398, .4848, -.485, .1314, -.131
0.041,   0.1, .8125, .8125, .2897, -0.29, .2575, -.258, .1792, -.179
0.041,   0.1, .9375, .9375, .3837, -.384, .2898, -0.29, .1977, -.198
0.041,   0.1,   1.0, .9375, .7354, -.735, .3088, -.309, -.015, .0153
0.041,   0.1, .9375, .9375, .4494, -.449, .2874, -.287,  0.21, -0.21
0.041,   0.1, .9375, 0.875, .4379, -.438, .2845, -.285, .1229, -.123
0.041,   0.1, .5625, .4375, .1068, -.107, .4188, -.419, .1804, -0.18
0.041,   0.1, 0.875, .8125, .2548, -.255, .2772, -.277, .1129, -.113
0.041,   0.1, 0.875, 0.875, .4032, -.403, .0658, -.066, .2516, -.252
0.041,   0.1, .6875, .6875, .3052, -.305, .3476, -.348, .2517, -.252
0.041,   0.1,   1.0, 0.875, .5801, -0.58, .2663, -.266, .3741, -.374
0.041,   0.1, .8125,  0.75, .1406, -.141, .1502, -0.15, .1693, -.169
0.041,   0.1, 0.875, .9375, .6603, -0.66, .4439, -.444, .2261, -.226
0.041,   0.1,  0.75, 0.875, .2928, -.293, .2749, -.275, .1814, -.181
0.041,   0.1, 0.875,  0.75, .1528, -.153, .0405, -0.04,  0.06, -0.06
0.041,   0.1,   1.0,   1.0, .6691, -.669, .2326, -.233, .2146, -.215
0.041,   0.1, .8125, .9375, .5015, -.502, .5481, -.548, .1537, -.154
0.041,   0.1, 0.875,   1.0, .7277, -.728, .3609, -.361, .1226, -.123
0.041,   0.1, 0.875, 0.875, .4431, -.443, .2852, -.285, -.032, .0316
0.041,   0.1, 0.875, .9375, .4152, -.415, .2569, -.257, .1475, -.147
0.041,   0.1, .9375, .9375, .2833, -.283, .3036, -.304, .2116, -.212
0.041,   0.1, .9375, .9375, .5985, -.599, .3906, -.391, .0947, -.095
0.041,   0.1, .6875, .5625, .1836, -.184, .3188, -.319, -.094, .0943
0.041,   0.1, .9375, 0.875, .4267, -.427, .3543, -.354, .2153, -.215
0.041,   0.1, .6875,  0.75, .0979, -.098, 0.065, -.065, .1554, -.155
0.041,   0.1,   1.0, 0.875, .4102, -0.41, .0096, -0.01, .0602, -0.06
0.041,   0.1, 0.875,   1.0, .4631, -.463, .2195, -.219, .1358, -.136
0.041,   0.1,  0.75, .9375, .3463, -.346, .1696, -0.17, .1154, -.115
0.041,   0.1, .6875,  0.75, .4511, -.451, .3245, -.325, .1767, -.177
0.041,   0.1,  0.75, .8125, .3435, -.344, .2296, -0.23, .0818, -.082
0.041,   0.1,   1.0, 0.875, .4322, -.432, .4368, -.437, -.017, .0174
0.041,   0.1, .9375,   1.0, .5234, -.523, .1701, -0.17, -.044, 0.044
0.041,   0.1,  0.75, .8125, .4107, -.411, .4301, -0.43, 0.216, -.216
0.041,   0.1, 0.625, .4375, .1058, -.106, 0.257, -.257, .0999,  -0.1
0.041,   0.1, .8125,  0.75, .3098, -0.31, 0.302, -.302, .0928, -.093
0.041,   0.1, .6875, .9375, .3277, -.328, .2751, -.275, .0566, -.057
0.041,   0.1,  0.75,  0.75, .2256, -.226, .2565, -.256, .0981, -.098
0.041,   0.1, .9375,   1.0, 0.551, -.551, .3901, -0.39, .1203, -0.12
0.041,   0.1,  0.75, 0.625, .2366, -.237, .1808, -.181, .2394, -.239
0.041,   0.1, 0.625,  0.75, .2378, -.238, 0.314, -.314, .1692, -.169
0.041,   0.1, 0.875, .8125, .4885, -.488, .2464, -.246, .2895, -0.29
0.041,   0.1, .8125, .8125, .3507, -.351, .4562, -.456, .2204, -0.22
0.041,   0.1, 0.875, .9375, .3983, -.398, .2879, -.288, -.031, .0315
0.041,   0.1, .9375, .8125, .3653, -.365, .1583, -.158, .2837, -.284
0.041,   0.1,   1.0, 0.875, .5033, -.503, .1315, -.132, 0.221, -.221
0.041,   0.1, .9375, .8125, .3092, -.309, .2511, -.251, -.025, .0246
0.041,   0.1, .8125, .9375, .4707, -.471, .1327, -.133, .1918, -.192
0.041,   0.1, 0.625,  0.75, .3148, -.315, .3892, -.389, .3433, -.343
0.041,   0.1, .9375, 0.875, .3284, -.328, .3276, -.328, .0866, -.087
0.041,   0.1, 0.875,   1.0, .3819, -.382, .2481, -.248, .1547, -.155
0.041,   0.1, .8125,   1.0, .5635, -.563, 0.455, -.455, .1617, -.162
0.041,   0.1, 0.625, .6875, .1871, -.187, .0943, -.094, .2025, -.203
0.041,   0.1, 0.875,   1.0, .6848, -.685, .4543, -.454, .3883, -.388
0.041,   0.1, 0.875, .9375, 0.337, -.337, .3373, -.337, .0444, -.044
0.041,   0.1, .8125, 0.875, 0.559, -.559, .3735, -.373, .0952, -.095
0.041,   0.1, .8125, 0.875, .4381, -.438, 0.327, -.327, .2709, -.271
0.041,   0.1, 0.875,   1.0, .4738, -.474, .1858, -.186, .2619, -.262
0.041,   0.1, .9375, .9375, .5327, -.533, .4281, -.428, .2857, -.286
0.041,   0.1, 0.625,  0.75, .2355, -.236, .2356, -.236,  0.04, -0.04
0.041,   0.1, 0.625, 0.625, .2923, -.292, .4334, -.433, .1296, -0.13
0.041,   0.1, 0.625, 0.625, .3245, -.324, .1099, -0.11, .4612, -.461
0.041,   0.1, .9375, .9375, .3993, -.399, .2107, -.211, .1715, -.172
0.041,   0.1,  0.75, .6875, .2957, -.296, .4096, -0.41, .1447, -.145
0.041,   0.1, .8125, 0.875, .4099, -0.41, .2568, -.257, .2224, -.222
0.041,   0.1, .9375,   1.0, .4452, -.445, 0.084, -.084, .0861, -.086
0.041,   0.1, 0.875, .8125, .3392, -.339, .1158, -.116, .2471, -.247
0.041,   0.1, .8125,   1.0, .4279, -.428, .3016, -.302, .2881, -.288
0.041,   0.1, 0.875, .9375, .4022, -.402, .3148, -.315, .2062, -.206
0.041,   0.1, 0.875, .9375, .4732, -.473, .1932, -.193, .3219, -.322
0.041,   0.1, 0.875, .9375, .4369, -.437, 0.184, -.184, .3436, -.344
0.041,   0.1, .8125,  0.75, .3126, -.313, 0.314, -.314, .0139, -.014
0.041,   0.1,  0.75, 0.875, .4311, -.431, .3864, -.386, .4195, -0.42
0.041,   0.1, .8125,  0.75, .3858, -.386, .2647, -.265, .2077, -.208
0.041,   0.1, 0.875, 0.875, .3427, -.343, .1794, -.179, -0.08, .0805
0.041,   0.1, .8125, .8125, 0.226, -.226, .1091, -.109, -.012, 0.012
0.041,   0.1, 0.875, .9375, .4031, -.403, .2429, -.243, 0.184, -.184
0.041,   0.1, .8125, .8125, .3597, -0.36, .5123, -.512, .2724, -.272
0.041,   0.1, .9375, .9375, .4866, -.487, .3238, -.324, -0.08, .0805
0.041,   0.1, .9375, 0.875, 0.548, -.548, 0.394, -.394, .2227, -.223
0.041,   0.1, .9375,   1.0, .5644, -.564, .4114, -.411, .0896, -0.09
0.041,   0.1, .9375,   1.0, .5671, -.567, .0879, -.088, .0515, -.051
0.041,   0.1,  0.75, .8125, .4996,  -0.5, .4748, -.475, .0831, -.083
0.041,   0.1, .9375, .9375, .4439, -.444, .1793, -.179, .1881, -.188
0.041,   0.1,  0.75, .8125, .3065, -.307, .1632, -.163, .2379, -.238
0.041,   0.1, .9375, .9375, .5519, -.552, .3177, -.318, .1191, -.119
0.041,   0.1, .6875, .6875, .3601, -0.36, .4394, -.439, .4294, -.429
0.041,   0.1, 0.375, 0.625, -.004, .0045, .0596, -0.06, .1032, -.103
0.041,   0.1,   1.0, .9375, .6532, -.653, .2337, -.234, .2563, -.256
0.041,   0.1, .9375,   1.0, .5267, -.527, .0594, -.059, .2744, -.274
0.041,   0.1, .8125, .6875, .1333, -.133, .2331, -.233, .1173, -.117
0.041,   0.1,   1.0,   1.0, .5149, -.515, .3554, -.355, .1106, -.111
0.041,   0.1, .9375, .8125, .4395, -.439, .3477, -.348, .2821, -.282
0.041,   0.1, .9375, .9375, .3568, -.357, 0.172, -.172, 0.149, -.149
0.041,   0.1, .9375,   1.0, .5089, -.509, .3751, -.375, .3059, -.306
0.041,   0.1, .9375,   1.0, .4622, -.462, -.039, .0393, .0854, -.085
0.041,   0.1,  0.75,  0.75, .4095, -.409, .2925, -.292, .4213, -.421
0.041,   0.1, .6875, .8125, .2253, -.225, .1268, -.127, .2712, -.271
0.041,   0.1,  0.75, .9375, .3398, -0.34, 0.113, -.113, .2258, -.226
0.041,   0.1, .6875, .6875, .2225, -.222, .0818, -.082, .1624, -.162
0.041,   0.1, .9375,  0.75, .4072, -.407, .2246, -.225, .1947, -.195
0.041,   0.1, 0.875, 0.875, .4948, -.495, .4008, -.401, .0771, -.077
0.041,   0.1, 0.875, 0.875, .5671, -.567, .3529, -.353, -.039, .0385
0.041,   0.1, 0.875, .8125, .3154, -.315, .3634, -.363, -.022, .0222
0.041,   0.1, .9375, 0.875, .4064, -.406, .2544, -.254, -.162, .1617
0.041,   0.1, .9375, .8125, .4735, -.473, .3193, -.319, .1779, -.178
0.041,   0.1, .9375,  0.75, .2178, -.218, .0344, -.034,  0.21, -0.21
0.041,   0.1, .8125, .8125, .1651, -.165, .0382, -.038, .4596, -0.46
0.041,   0.1,  0.75,  0.75, .2626, -.263, .1917, -.192, .1596, -0.16
0.041,   0.1, .8125, 0.875, .5033, -.503, .2189, -.219, .3362, -.336
0.041,   0.1,   1.0, 0.875, .3494, -.349, .1044, -.104, .2565, -.256
0.041,   0.1, .9375, 0.875, .3037, -.304, .2993, -.299, -.028, .0283
0.041,   0.1, .9375, .8125, .3544, -.354, .2166, -.217, 0.087, -.087
0.041,   0.1, 0.875,  0.75, .4789, -.479, .4002,  -0.4, .2529, -.253
0.041,   0.1, .9375, .9375, .3848, -.385, .1033, -.103, -.129, .1293
0.041,   0.1,  0.75, .6875, 0.212, -.212, 0.296, -.296, .2005, -.201
0.041,   0.1, 0.625,  0.75, .3082, -.308, .3614, -.361, .3427, -.343
0.041,   0.1,  0.75, .6875, .1757, -.176, 0.232, -.232, .3044, -.304
0.041,   0.1, .8125, .8125, .3845, -.385, 0.312, -.312, .1559, -.156
0.041,   0.1, .9375, 0.875, .4829, -.483, .1705, -.171, .0483, -.048
0.041,   0.1,  0.75, 0.625, .3129, -.313, .2604, -0.26, .2037, -.204
0.041,   0.1, 0.875, 0.875, .2825, -.282, 0.122, -.122, .0488, -.049
0.041,   0.1, .6875, .6875, .4172, -.417, .5109, -.511, .1343, -.134
0.041,   0.1, .8125, .8125, .3305, -.331, .2139, -.214, .1136, -.114
0.041,   0.1, 0.875, .9375, .5006, -.501, .4028, -.403, .2776, -.278
0.041,   0.1, 0.875, .8125, .3328, -.333, .2656, -.266, .3285, -.329
0.041,   0.1,   1.0, 0.875, .3912, -.391, .0211, -.021, .0475, -.047
0.041,   0.1, .9375,   1.0, 0.671, -.671, .4633, -.463, .1047, -.105
0.041,   0.1, .8125,  0.75, .3342, -.334, .2301, -0.23, .1559, -.156
0.041,   0.1, .8125, .9375, .5154, -.515, .2963, -.296, .2123, -.212
0.041,   0.1, .9375, 0.875, .5358, -.536, .1921, -.192, 0.296, -.296
0.041,   0.1, .8125, .8125, .4003,  -0.4, .2737, -.274, .2295, -.229
0.041,   0.1, 0.625, .8125, .4066, -.407, .4541, -.454, .1535, -.153
0.041,   0.1, 0.625,  0.75, .2706, -.271, .3254, -.325, -.017, .0172
0.041,   0.1, .6875, .6875, .3372, -.337, .5283, -.528, -.121, .1207
0.041,   0.1, .8125, 0.875, .3772, -.377, .2481, -.248, .0182, -.018
0.041,   0.1, .8125, .8125, .2357, -.236, .3028, -.303, .1363, -.136
0.041,   0.1, .9375, .8125, .4885, -.488, .1975, -.198, .2518, -.252
0.041,   0.1, .6875, .5625, .2397, -0.24, .4591, -.459, .1717, -.172
0.041,   0.1,   1.0,   1.0, .5785, -.579, .0939, -.094, 0.181, -.181
0.041,   0.1, 0.625, .5625, .1397, -0.14, .3425, -.342, .2241, -.224
0.041,   0.1, .8125, .8125, .3036, -.304, .2799, -0.28, .0434, -.043
0.041,   0.1, 0.875, .8125, .3655, -.365, .3356, -.336, .1209, -.121
0.041,   0.1,   1.0, .9375, .5042, -.504, 0.107, -.107, .3175, -.317
0.041,   0.1, .6875, .6875, .2125, -.212, .2158, -.216, -.024, .0238
0.041,   0.1,  0.75,  0.75, .3369, -.337, 0.412, -.412, .1763, -.176
0.041,   0.1,   1.0,   1.0, .5253, -.525, .2891, -.289, -.065, .0654
0.041,   0.1, .5625, 0.625, .1983, -.198, .3309, -.331, 0.186, -.186
0.041,   0.1, .6875, .5625, .1864, -.186, .3631, -.363, .2666, -.267
0.041,   0.1, .9375,   1.0, .6037, -.604, .3961, -.396, .1809, -.181
0.041,   0.1, .9375,   1.0, .5269, -.527, .0697, -0.07, .1833, -.183
0.041,   0.1, 0.875, .9375, .5396, -0.54, .3154, -.315, .1143, -.114
0.041,   0.1,   1.0, .9375, .5585, -.558, .1359, -.136, .1024, -.102
0.041,   0.1, .8125, 0.875, .4034, -.403, .2501, -0.25, .4243, -.424
0.041,   0.1, .6875, .8125, .2292, -.229, .1858, -.186, .3601, -0.36
