D1, D2, ChooseA, AvoidB, PickA, PickB, PickC, PickD, PickE, PickF, DontPickA, DontPickB, DontPickC, DontPickD, DontPickE, DontPickF
  0.5,   1.0,   0.5, .5625, .0216, -.077, -.038, -.094, -.026, -.037, -.134, .0497, -.104, .0146, -0.14, -.045
  0.5,   1.0, 0.625,  0.75, .0563, -.077, -.025, -.096, -.023, -.056, -.163, -.002, -.103, -.013, -.088, .0099
  0.5,   1.0, .6875, .6875, .0248, -.121, .0001, -.068, -.045, -.055, -.128, -.008, -.083, -.067, -.075, -.026
  0.5,   1.0, .5625, .4375, .0097, -.074, -.022, -.042, -.014, -0.03, -0.09, .0006, -.067, .0052, -.037, .0123
  0.5,   1.0, .4375, 0.625, .0267, -.087, .0089, -.069, -.039, -.038, -.058, 0.016, -0.11, -.019, -.104, -.092
  0.5,   1.0, .5625,   0.5, -.002, -0.09, .0013, -.048, 0.002, -.048, -.052, .0034, -.087, -.013, -0.02, -.061
  0.5,   1.0, .5625, .5625, .0242, -.049, -.014, -.037, -.008, -.056, -.103, -.005, -.139, .0143, -.056, -.037
  0.5,   1.0,  0.75, 0.625, .0031, -.088, -.014, -.059, -.018, -.049, -.123, .0419, -0.09, -.016, -.032, -.064
  0.5,   1.0, 0.375, 0.625, .0077, -.089, -.002,  -0.1, -.031, -.068, -.134, .0541, -.154, -.028, -.047, -.112
  0.5,   1.0, 0.625, 0.625, .0106, -.095, -.005, -.066, -.052, -.062, -.086, -.014, -.128, .0292, -.086, -.051
  0.5,   1.0, .6875, .5625, .0149, -.031, -.022, -.089, -.027, -.053, -.111, .0473, -.122, .0028, -0.05, -.009
  0.5,   1.0, .6875, .6875, .0164, -0.08, -.006, -.032, -.013, -.036, -.092, .0431, -.064, .0022, -.058, -.013
  0.5,   1.0,   0.5, .8125, .0053, -.033, .0011, -.032, -.015, -.025, -.042, .0104, -.027, .0156, -.011, -.059
  0.5,   1.0, .5625, .8125, .0326, -.086, .0241, -.073, -.047, -.068, -.159, .0921, -.112, -.016, -.101, -.115
  0.5,   1.0,  0.75, .6875, .0134, -.089, .0072, -.065, -.061, -.069, -0.15, .0569, -.093, .0009, -.096, -.029
  0.5,   1.0, .5625, 0.625, .0139, -.063, .0034, -.053, -.038, -.046, -.094, -.009, -.059, .0081, -.012, .0064
  0.5,   1.0, 0.625, 0.625, -.026, -.075, -.014, -.056, -.022, -0.05, -.066, .0472, -.086, -.042, -.064, -.111
  0.5,   1.0, 0.625, .8125, .0172, -.062, -.036, -.033, -0.01, -.042, -.088, .0393, -.086, .0018, -.095, -.006
  0.5,   1.0, .5625,   0.5, .0312, -.058, .0184, -.022, -.024, -.035, -.103, .0145, -.046, -.013, -.056, -.065
  0.5,   1.0, 0.625, 0.625, .0651, -.095, .0249, -.067, -.045, -.056, -.172, .0041, -.151, -.051, -.097, -.042
  0.5,   1.0, .6875, 0.625, .0188, -.052, -.007, -.054, -.023, -.052, -.128, .0396, -.098, .0193, -.076, -.029
  0.5,   1.0,  0.75,   1.0, .0191, -.069, -.013, -.079, -.017, -.058, -.139, .0824, -.113, -.063, -.112, -.087
  0.5,   1.0, .3125,  0.75, .0115, -.096, .0086, -.066, -.028, -.078, -0.16, -.024, -.081, -.044, -.099, -.031
  0.5,   1.0, 0.375, 0.625, .0074, -.033, .0008, -.045, -.007, -.032, -.058, .0052, -.017, .0195, -.048, .0047
  0.5,   1.0,  0.25, .5625, -.029, -.056, -.008, -.062, .0001, -.015, -.069, .0631, -.066, .0032, -.033, -.024
  0.5,   1.0, .6875, .6875, .0059, -.043, -0.02, -.058, -.034, -.047, -.103, .0682, -.103, .0304, -.087, -.027
  0.5,   1.0, .3125, .5625, .0075, -.081, -.063, -.085, -.029, -.027, -.117, .0355, -.112, .0041, -.125, -.069
  0.5,   1.0, 0.625, .5625, .0222, -.063, -0.02, -.066, -.031, -.012, -.145, .0282, -.095, -.034, -.075, -.005
  0.5,   1.0, 0.625, .8125, .0168, -0.11, -.016, -.056, -.013, -.056, -0.16, -.004, -.143, .0114, -.102, -.006
  0.5,   1.0, .6875,  0.75, .0222,  -0.1, -.043, -.061, -.017, -.043, -0.11, .0505, -.118, -.027, -.087, .0118
  0.5,   1.0, .5625, 0.875, .0184, -.084, -.014, -.067, -.042, -.047, -.096, 0.021, -.088, .0041, -.048, -0.06
  0.5,   1.0,   0.5, 0.875, .0059, -.055, -.001, -.035, .0013, -0.04, -.037, -.012, -.075, -.013, -.051, -.034
  0.5,   1.0, .6875, .5625, -.019, -.128, .0244, -.108, -.031, -.084, -.195, -0.03, -.085, -.003, -0.13, -.076
  0.5,   1.0, 0.625, 0.375, .0496, -.099, -.002, -.073, -.027, -.108, -.135, -.026, -.069, .0336, -.112, -.094
  0.5,   1.0, .5625,  0.75, .0066, -.046, .0098, -0.02, -.042, -.038, -.086, .0486, -.121, -.043, -.062, -.038
  0.5,   1.0, .5625, .4375, .0204, -.097, -.008, -.106, -.006, -.044, -.104, .0545, -.121, -.066, -.056, -.016
  0.5,   1.0, 0.625, .5625, .0461, -.062, -.028, -.081, -.002, -.093, -.155, .1023, -.105, -0.01, -.071, -.038
  0.5,   1.0, .5625, 0.625, .0229, -.074, -.012, -0.05, -.012, -.064, -.172, 0.039, -.103, -.043, -.136, -.072
  0.5,   1.0,   0.5,   0.5, .0214, -0.04, .0061, -.026, -.018, -.031, -.052, .0229, -.066, .0187, -.067, .0037
  0.5,   1.0, .6875, .6875, .0109, -.065, .0099, -.056, -.014, -0.03, -.128, .0242, -.078, .0262, -.074, -.034
  0.5,   1.0, 0.375, 0.875, .0156, -.104, -.036, -.062, -.023, -.051, -.113, .0043, -.132, .0394, -.117, -.052
  0.5,   1.0,  0.75, 0.375, .0325, -.062, .0007, -.028, -.011, -.014, -0.12, .0335, -0.07, .0114, -.059, .0042
  0.5,   1.0,   0.5, .6875, .0261, -.092, .0041, -.088, -.051, -.082, -.144, .0583, -.164, -.007,  -0.1, -.037
  0.5,   1.0, .5625, .3125, -.003, -.079, -.016, -.093, -.013, -.085, -.138, .0167, -.104, .0179, -.131, -.006
  0.5,   1.0, .5625,   0.5, -.007, -.093, -.021, -0.09, -.081, -0.08, -0.15, .0107, -.173, -.071, -.151, -.099
  0.5,   1.0, .4375,  0.75, 0.005, -.061, .0015, -.039, -.023, -.031, -.071, .0357, -.054, -0.01, -.079, -.028
  0.5,   1.0, .5625, .5625, .0212, -.079, -.006, -.035, .0015, -.013, -.056, .0009, -.118, -.053, -.085, .0111
  0.5,   1.0, 0.625,  0.75, .0385, -.071, .0045, -.091, -.032, -.049, -.107, .0132, -.096, -.029, -.079, -.046
  0.5,   1.0, .8125, .5625, .0338, -.093, -.004, -.093, -0.05, -.112, -.104, .0715, -.167, -0.12, -.157, -0.09
  0.5,   1.0, .5625, .6875, .0291, -.078, -.008, -.056, -.023, -.034, -.113, .0355, -.118, 0.076, -0.07, -.064
  0.5,   1.0, .6875, 0.875, -.003, -.091, -.008, -.082,  -0.0, -.047, -.109, .0301, -.074, -.086, -.136, -.024
  0.5,   1.0, 0.625, .6875, .0356, -.092, .0053, -.068, -.007, -.085, -.129, .0576, -.161,  -0.0, -0.16, -.036
  0.5,   1.0, 0.625, .5625, 0.023, -.092, -.009, -.082, -.013, -.068, -.137, .0053, -0.17, -0.02, -.098, -.055
  0.5,   1.0, 0.625,   0.5, -.003, -.047, -0.01, -.052, -.018, -.038, -.123, .0056, -.062, -.044, -.088, -.074
  0.5,   1.0,   0.5, .5625, 0.027,  -0.1, -.014, -.051, -.053, -.056, -.151, .0143, -.082, .0201, -.128, -0.03
  0.5,   1.0, .4375, .6875, .0075, -.006,  -0.0, -.018, -.003, -.015, -.043, .0246, -.035, .0238, -.049, -.005
  0.5,   1.0, .6875, 0.875, -.012, -.106, -.015, -.094, -.055, -.058, -.165, .0295, -.135, -.059, -0.11, -.062
  0.5,   1.0, 0.625, 0.625, .0021, -.028, -.016, -0.02, -.013, -0.03, -.064, .0301, -.039, .0119, -.043, -.031
  0.5,   1.0, .3125, .6875, -.007, -0.06, -.004, -0.05, 0.022, -.048, -.063, 0.011, -.134, -.038, -0.08, -.018
  0.5,   1.0, .6875, .5625, .0118,  -0.1, 0.025, -.056, -.064, -.097, -.141, .0144, -.155, .0071, -.132, -.034
  0.5,   1.0, 0.625, .5625, .0101, -.053, -.027, -.048, -.028, -.051, -.081, .0199, -.083, -0.04, -.032, .0132
  0.5,   1.0, 0.375, .6875, .0398, -.059, -.018, -.065, -.011, -.071, -.101, .0879, -.082, -.023, -.113, -.038
  0.5,   1.0,   0.5,   0.5, .0515, -.049, -0.01, -.089, -.024, -.062, -.134, -0.01, -.056, -.011, -.029, -.029
  0.5,   1.0, 0.625, 0.625, 0.031, -.072, .0305, -0.08, -.069, -.084, -.108, .0484, -.133, -0.05, -.106, -.095
  0.5,   1.0, 0.625, .6875, -.009, -.093, -.003, -0.07, -.028, -.051, -.123, .0024, -.151, -.056, -.106, .0043
  0.5,   1.0, .3125, 0.625, -.014, -.028, -.002, -.016, -.005, -.028, -.044, .0206, -0.04, -0.01, -0.05, .0288
  0.5,   1.0, .5625, .3125, .0067, -.004, -.007, -.013, -.008, -.004,   0.0, .0113, -.021, -.015, -0.02, -.019
  0.5,   1.0,   0.5,   0.5, .0073, -.064, .0017, -.048, -.056, -.051, -.144, 0.029, -.092, -.007, -.066, -.029
  0.5,   1.0, 0.625, 0.625, 0.005, -.056, -.017, -.049, -0.02, -.062, -.071, .0481, -.099, .0161, -.029, .0041
  0.5,   1.0, 0.625, .5625, -.008, -.027, -.019, -0.04, -.018, -.015, -.077, .0113, -.062, -.018, -.056, -.042
  0.5,   1.0,   0.5, 0.625, -.014, -.051, -0.03, -0.11, -.039, -.055,  -0.1, .0585, -.068,  0.03, -.124, -.107
  0.5,   1.0, .5625, .6875, .0272, -.062, -.011, -.052, -.036, -.078, -.092, -.006, -.133, -.021, -.095, -.056
  0.5,   1.0, .5625, .5625, .0226, -.048, -.015, -.061, -0.02, -0.05, -.088, 0.057, -.061, .0058, -.086, -0.05
  0.5,   1.0, .6875, .6875, .0141, -.054, -.007, -0.06, -.017, -0.05, -.068, .0025, -.116, -.021, -0.08, -0.05
  0.5,   1.0,  0.75, .5625, .0423, -.047, -.012, -.054, -.019, -.044,  -0.1, .0011, -0.14, .0231, -.067, -.066
  0.5,   1.0, .4375, .5625, -0.01, -.027, -.006, -.016, -.015, -.007,   0.0, .0147, -.008, .0256, -.008, -.039
  0.5,   1.0, .5625, .5625, .0014, -.094, -.012, -.039, -.015, -.034, -.094, .0441, -0.11, .0457, -.138, -.013
  0.5,   1.0, .8125, 0.625, .0115,  -0.1,  -0.0, -.073, .0128, -.062, -.111, -.035, -.106, .0204, -.097, -.084
  0.5,   1.0, .6875, .6875, .0347, -.083, -.007, -.083, -0.07, -.093, -.124, .0157, -.149, -.019, -.113, -.059
  0.5,   1.0, .6875, .8125, .0165, -.025, -0.01, -.007, -.017, -.023, -.038,  -0.0, -.047, -.036, -.069, 0.018
  0.5,   1.0, 0.625, 0.875, .0062, -.046, -.018, -0.04, -.028, -0.04, -.051, .0191, -.111, -.042, -.021, -.064
  0.5,   1.0,  0.75, 0.625, .0185, -.076, .0152, -.073, -.005, -.056, -.171, -.008, -.155, .0114, -.062, -.104
  0.5,   1.0,   0.5, 0.625, .0165, -.125, .0071, -.076, -.067, -.047, -.173, .0595, -.168, .0376, -.092, -.069
  0.5,   1.0, .3125, .6875, .0178, -.114, -.017, -.079, -.017, -.073, -0.15, .0275, -.201, .0112, -.108, -.066
  0.5,   1.0,   0.5,   0.5, 0.021, -.025, -.017, -.033, -.009, -0.03, -.065, 0.013, -.056, .0034, -.053, -.032
  0.5,   1.0, .5625, .8125, 0.004, -.091, -.002, -.075, -.033, -.071, -.151, .0662, -.093, -.081, -.107, -.049
  0.5,   1.0, .5625, .5625, .0518, -0.09, .0056, -.112, -.043, -.066, -.137, -.035, -0.11, -.035, -.102, -0.09
  0.5,   1.0, .6875, .6875, .0416, -.064, .0009, -.063, -.025, -.017, -.121,  0.02, -.132, .0338, -.077, -.062
  0.5,   1.0, .5625, 0.875, .0272, -.067, -.017, -.081, -.059, -.042, -.113, .0531, -.101, -.019, -.096, -.035
  0.5,   1.0,   0.5, 0.875, .0369, -.083, -.007, -0.05, -.039, -.054, -.118, .0486, -0.08, .0408, -.106, .0107
  0.5,   1.0, .5625,  0.75, -.012, -.074, -.027, -.071, -.063, -.052, -.153, .0335, -.072, -.028, -.076, -.027
  0.5,   1.0,  0.75,   0.5, -.002, -.083, -.031, -.094, -0.04, -0.06, -.153, -.012, -.136, -.061, -.124, -.081
  0.5,   1.0, 0.125, .5625, -.001, -.083, -.025, -.089, -.021, -.078, -.096, .0363, -0.13, .0209, -.107, -.054
  0.5,   1.0, .4375,   0.5, .0007, -.057, -.007, -0.03, -.012, -.026, -.058, .0347, -.052, -.003, -.018, -.009
  0.5,   1.0, 0.625, .6875, .0288, -.089, -0.03, -.097, -.041, -.069, -.149, .0157, -.143, -.048, -0.12, -.127
  0.5,   1.0, .3125, .5625, .0204, -.065, -0.04, -.039, -.013, -.058, -.089, 0.045, -.093, -.007, -.067, -.086
  0.5,   1.0, .6875, .6875, .0185, -.071, -.007, -.074, -.011, -.057, -.147, 0.027, -.101, -.001, -.141, -.003
  0.5,   1.0, .5625, 0.625, .0047, -.054, .0295, -.056, -.007, -.041, -.099, -.004, -.104, 0.028, -.079, -.024
  0.5,   1.0,   0.5, .6875, .0194, -.054, .0028, -.057, -.028, -.047, -.125, .0343, -.097, .0005, -.078, -.026
  0.5,   1.0, .5625, .6875, .0284, -.094, -.003, -.091, -.058, -.042, -.124, .0869, -.154, .0062,  -0.1, -.045
  0.5,   1.0, .6875, .4375, .0121, -0.05, -.011, -.085, -.035, -.047, -.055, .0353, -.084, -.007, -.047, -.073
  0.5,   1.0, .8125, 0.625, .0056, -.082, .0086, -.057, -.025, -.062, -.148, -.001, -0.11, .0198, -.056, -.059
  0.5,   1.0, 0.625,   0.5, 0.024, -.055, -.001, -.061, -.014, -.068, -.133, .0558, -.059, .0173, -.086, -.072
  0.5,   1.0, 0.625, .8125, .0306, -.073, .0143, -.058, -.032, -.049, -.112, -.005, -.094, .0141, -.085, -.088
  0.5,   1.0, .5625, .6875, .0211, -.079, -.006, -.071, -.026, -.022, -.109, .0076, -.087, .0223, -.091, -.086
  0.5,   1.0,   0.5, 0.875, .0182, -.078, -.021, -.066, -.003, -.071, -.145, .0112, -0.15,  -0.0, -.097, -.056
  0.5,   1.0,   0.5,  0.75, .0022, -.073, -.003, -.054, .0078, -.047, -.129, .0611, -.102, .0137, -.125, -.107
  0.5,   1.0,   0.5, .9375, .0167, -.085, -.017, -.099, -.034, -.074, -.157, .0591, -.177, -.028, -.138, -.031
  0.5,   1.0, .3125, .6875, .0027, -.066, .0187, -.061, -0.03, -.079, -0.16, .0352, -.117, .0415, -.078, .0012
