Alpha, EGS, ChooseA, AvoidB, PickA, PickB, PickC, PickD, PickE, PickF, DontPickA, DontPickB, DontPickC, DontPickD, DontPickE, DontPickF
0.001,   0.1, .5625,  0.25, .0048, -.029, .0078, -0.03, -.001, -.016, -.027, .0096, -.029, -.008, -.012, -.011
0.001,   0.1, .4375,  0.75, 0.002, -.019, -.004, -.023, -.002, -.023, -.028, .0003, -.024, -.003, -.011, -.003
0.001,   0.1, .5625,   0.5, .0032, -.028, -.006, -.022, -.009, -.016, -.033, .0074, -.027, .0002, -.023, -.009
0.001,   0.1, 0.625,   0.5, .0012, -.027, -.002, -.021, -0.01, -.017, -.033, .0036, -.024, -.001, -.009, -.005
0.001,   0.1, .5625,   0.5, .0041, -.037, -.008, -.024, -.008, -.032, -.028, .0046, -.035, -.009, -.019, -.008
0.001,   0.1, 0.625,  0.75, .0033, -.032, -.001, -.036, -.012, -.019, -.032, -.005, -.024, .0068, -.026, .0001
0.001,   0.1,   0.5, .5625, -.001, -.026, -.005, -.031, -.006, -.018, -.038, .0044, -.029, .0013, -.015, -.003
0.001,   0.1,   0.5, .5625, 0.003, -.006, -.004, -.003, -.003, -.005,   0.0,  -0.0, -.002, -.003,   0.0, .0005
0.001,   0.1, 0.375,   0.5, .0048, -.031, -.004, -.017, -.018, -.019, -.025, .0065, -.018, .0005, -.019, -.003
0.001,   0.1, 0.625,   0.5, .0044, -0.02, -.003, -.007, -.017, -.014, -.021, .0037, -.017, -.007, -.013, .0017
0.001,   0.1,   0.5,   0.5, -.005, -.028, -.003, -.033, -.017, -.011, -.027, .0063, -.021, -.002, -.017, -.017
0.001,   0.1, .5625,   0.5, .0049, -.037, .0081, -0.02, .0021, -.022, -.021, .0033, -.025, -.002, -.018, .0063
0.001,   0.1, .5625,   0.5, .0062, -.028, -.003, -.027, -.015, -.006, -.027, .0014, -.022, -.001, -.032, -.007
0.001,   0.1, 0.375,  0.75, .0008, -.016, .0033, -.017, -.013, -.019, -.024, .0089, -.033, -.001, -0.02, -.006
0.001,   0.1, 0.125, .3125, .0053, -.023, 0.003, -.024, -.005, -.014, -.019, -.001, -.018, -.009, -.009, -.009
0.001,   0.1, .5625, .4375, .0065, -.007, .0002, -.005, -.013, -.008, -.017, 0.004, -.019, -.002, -.008, .0027
0.001,   0.1,  0.75,  0.75, .0083, -.019, .0011, -.032, -.005, -.018, -.022, .0025, -.021, .0029, -.022, -.004
0.001,   0.1, .5625, 0.625, .0091, -.022, -.002, -.026, -.011, -.023, -.041, .0057, -.018, -.007, -.021, -.012
0.001,   0.1,   0.5,   0.5, 0.009, -.029, .0001, -.026, -.006, -.015, -.017, .0027, -.014, .0001, -.029, -.008
0.001,   0.1, 0.625, 0.625, .0043, -.023, .0007, -.024, -.009, -.016, -.018, .0136, -.036, -.001, -.017, .0045
0.001,   0.1, 0.625,   0.5, .0098, -.017, -.009, -0.01, -.005, -.013, -.027, -.003, -.018, -.002, -.019, -.005
0.001,   0.1, .4375,   0.5, .0096, -.027, -.012, -.023, -.012, -0.02, -0.03, .0088, -.028, -.007, -.018, -.006
0.001,   0.1, 0.375, 0.625, .0082, -0.03, -.006, -.015, -.003, -.011, -.035, -.001, -0.02, -.002, -.011, -.006
0.001,   0.1, .6875, .5625, -.005, -.032, -.005, -.016, -.005, -.024, -.026, .0066, -.025, -0.01, -.025, .0006
0.001,   0.1, .6875, .5625, -.004, -.033, .0002, -.015, -.004, -.014, -0.02, .0076, -.023, -.004, -.015, -.005
0.001,   0.1, .4375, .4375, .0053, -.023, .0003, -.035, -.004, -.023, -0.03, .0114, -.034, .0011, -.037, -.004
0.001,   0.1,  0.75,   0.5, .0057, -.029, .0031, -.026, -.012, -.022, -.028, .0014, -.028, .0006, -.023, -.005
0.001,   0.1,  0.25, .5625, .0054, -.047, .0037, -.019, -.015, -.017, -.032, 0.006, -.041, -.009, -0.03, -.016
0.001,   0.1, 0.625, .5625, .0132, -.031, -.003, -.019, -.011, -.016, -.017, -.001, -0.02, -0.01, -.017, -0.01
0.001,   0.1, 0.375,   0.5, .0016, -.028, 0.007, -.026, -.001, -.011, -.024, .0047, -.014, -.003, -.029, .0012
0.001,   0.1,   0.5,  0.75, .0019, -.032, .0032, -.021, -.003, -.022, -.025, .0063, -.022,   0.0, -.015, -.013
0.001,   0.1, .6875, .4375, .0033, -.027, -.005, -.035, -.004, -.026, -0.03, .0117, -.024, -.003, -.026, -.005
0.001,   0.1, .4375,  0.25, .0097, -.027, .0058, -.019, -.004, -.018, -.025,  -0.0, -.021, -.006, -.023, -.007
0.001,   0.1, .3125, .6875, .0004, -.036, -.005, -.022, -.006, -0.01, -0.02, .0027, -0.02, .0037, -.024, -.007
0.001,   0.1, .6875, 0.625, -.003, -.032, -.003, -.023, -.013, -.029, -.038, .0073, -.024, -.012, -0.03, -.011
0.001,   0.1, .4375, 0.625, .0128, -.029, -.002, -.019, -.014, -.022, -.038, .0006, -.021, -.001, -.019, -.014
0.001,   0.1, .5625,   0.5, .0034, -.027, .0033, -.018, -0.01, -.021, -.027, .0065, -.027, .0033, -.004, -.002
0.001,   0.1, 0.625, 0.375, .0035, -.029, -.002, -.027, -.006, -.016, -.018, .0032, -0.03, -.004, -.022, -.018
0.001,   0.1, .5625, .5625, 0.005, -.031, .0049, -.028, -.014, -.021, -.024, .0097, -.017, -.005, -0.01, -.005
0.001,   0.1, .6875,  0.25, -.002, -.033, -.005, -0.02, -.009, -.023, -.032,  -0.0, -.025, .0071, -.018, -.008
0.001,   0.1, .5625, .5625, .0007, -.041, -.012, -.028, -.011, -.022, -.025, -.005, -.021, -.001, -0.02, -.006
0.001,   0.1, 0.375, .4375, .0032, -.037, .0037, -.021, -.013, -.025, -0.03, .0104, -0.03, -.006, -.021, -.008
0.001,   0.1, .5625, .4375, .0122, -.023, .0049, -.029, -.007, -.026, -.031, .0066, -.025, .0074, -.024, -.005
0.001,   0.1,   0.5, .3125, .0012, -.032, -.007, -.023, -.016, -.022, -.044, 0.007, -.018, .0001, -.014, -.007
0.001,   0.1,   0.5,   0.5, -.002, -.017, .0058, -.015, -.004, -.009, -.024, -.001, -.013, -.006, -0.02, -.005
0.001,   0.1,   0.5, .5625, -.001, -.022, -.004, -0.02, -.007, -.037, -.028, .0046, -.021, -.007, -.022, -.012
0.001,   0.1,   0.5, .6875, .0011, -.027,  -0.0, -0.02, -.015, -.023, -.033, .0009, -.021, .0089, -.021, -.017
0.001,   0.1,  0.75, 0.375, .0029, -.032, -.007, -.028, -.003, -.024, -.048, .0115, -.021, -.004, -.009, -.008
0.001,   0.1, .6875,   0.5, -.004, -.032, -.007, -.026, -.012, -.026, -.029, .0034, -.022, -.008, -.022, -.009
0.001,   0.1, 0.625,   0.5, -.003, -0.03, -.003, -.023, -.018, -.019, -.033, .0014, -.028, .0014, -0.03, -.008
0.001,   0.1, .5625, .5625, 0.005, -.029, .0023, -.021, -.007, -.013, -.032, -.003, -.028, -.005, -.015, -0.01
0.001,   0.1,   0.5,   0.5, .0041, -.038, -.006, -.032, -.008, -.014, -.022, .0041, -.025, -.001, -.029, .0001
0.001,   0.1, 0.625, 0.625, .0007, -.034, 0.003, -.025, -.001, -.019, -.038, .0019, -.023, .0023, -.022, -.001
0.001,   0.1,   0.5,  0.75, .0102, -.018, .0011, -.025, -.005, -.023, -0.03, .0018, -.035, .0006, -.017, -.016
0.001,   0.1, .5625,   0.5, .0065, -.033, -.007, -.029, -.005, -.015, -.026, .0091, -.023, -.004, -.018, -.005
0.001,   0.1,   0.5, .5625, -.005, -.028, .0041, -.027, -.011, -.025, -.039, -.002, -.022, -.002, -.018, -0.01
0.001,   0.1, .6875, .4375, .0095, -.032, -.004, -.029, -.005, -.025, -.027, .0034, -0.03, .0014, -.022, -.004
0.001,   0.1, .3125, .6875, .0017, -.029, .0048, -.023, -.023, -.024, -.035, .0039, -.022, 0.003, -.008, -.003
0.001,   0.1, .6875, .4375, .0087, -.037, -.005, -.031, -.001, -.013, -0.02, .0041, -0.02, -.004, -.009, -.015
0.001,   0.1, .5625, .3125, .0106, -.028, .0004, -.026, -.007, -.012, -.027, .0097, -.016, -.003, -.019, -.003
0.001,   0.1, .6875, .4375, 0.001, -.026, -.008, -.033, -.004, -.018, -0.03, .0041, -.031, -.002, -.026, -.017
0.001,   0.1, .6875, 0.375, .0064, -0.03, -.009, -.018, -.001, -.023, -.037, .0038, -.024, .0022, -.028, -.007
0.001,   0.1, .4375, 0.625, -.002, -.039, -.002, -.023, -.003, -.023, -.039, -.001, -.022, -.002, -.019, -.011
0.001,   0.1, 0.375,   0.5, -.002, -.031, -.007, -0.02, -.009, -.013, -.029, .0032, -.021, -.014, -.018, -.006
0.001,   0.1,   0.5, .3125, .0093, -.024, -.005, -.033, -.017, -.024, -.031, .0046, -.028, -.006, -.022, -.015
0.001,   0.1, .4375, 0.375, -.001, -.029, -.001, -.026, -.011, -0.02, -.029, .0072, -.026, -.004, -.018, -.008
0.001,   0.1,   0.5, .5625, 0.009, -.042, -.001, -.029, -.002, -.022, -.024, .0035, -.032, -.014, -.024, -.012
0.001,   0.1, .5625, .4375, .0068, -.025, -.004, -.028, -.009, -.014, -0.03, .0014, -.044, -.003, -0.02, -.004
0.001,   0.1, 0.625, .5625, -.008, -.029, -.013, -.021, -.019, -.021, -.027, .0012, -.025, -.001, -.012, -.004
0.001,   0.1, .5625, 0.375, .0056, -.027, .0067, -0.02, .0001, -.015, -.036, .0027, -.025, -.008, -.025, -.006
0.001,   0.1, 0.625, 0.625, .0005, -.024, .0005, -.023, -.015, -.009, -0.04, .0043, -.032, -.007, -.019, .0001
0.001,   0.1, 0.375,   0.5, .0043, -.032, -.003, -.029, -.007, -.018, -.026, -.001, -.018, -.009, -.023, -.004
0.001,   0.1, 0.625, 0.375, .0135, -.027, .0017, -.029, -.007, -.028, -.029, .0041, -.033, -.007, -.017, -0.02
0.001,   0.1, 0.625, .4375, .0017, -.023, -.007, -.027, -.009, -.014, -.038, .0057, -.022, -.003, -.011,  -0.0
0.001,   0.1, 0.625, .5625, .0009, -.023, -.003, -.017, -.012, -.021, -.021, .0065, -0.02, -.002, -.018, 0.002
0.001,   0.1, .5625, 0.625, .0014, -.029, .0002, -.028, -.011, -.015, -.021, .0003, -.025, .0047, -.015, -.009
0.001,   0.1, .5625, .4375, -.004, -.026, .0009, -.025, -.009, -.016, -.025, .0081, -.021, .0011, -.017, -.007
0.001,   0.1, 0.375, .6875, .0067, -.027, .0036, -.027, -.003, -.019, -0.03, .0021, -.019, -.007, -.015, -.016
0.001,   0.1, 0.625,   0.5, 0.005, -.033, .0051, -.019, -.012, -.022, -.029, -.002, -.029, .0004, -.012, .0048
0.001,   0.1, .4375, .5625, .0084, -.018, .0023, -.031, -.004, -.009, -.027, -.001, -.023, -.003, -.028, -.005
0.001,   0.1, .4375, .4375, -.002, -0.03, -.001, -.021, -.002, -.025, -.033, .0102, -.027, -.008, -.031, -.002
0.001,   0.1, 0.375, 0.625, 0.005, -0.03, -0.01, -0.03, -.007, -0.03, -.034, .0041, -.026, -.002, -.022, -.007
0.001,   0.1, 0.375, 0.625, .0095, -.024, -.006, -.022, -.018, -0.02, -0.02, .0061, -.022, -.004, -0.02, -.011
0.001,   0.1, 0.625, .4375, .0102, -.033, .0014, -.023, -.014, -0.02, -.037, .0019, -0.03, -.005, -.024, -.009
0.001,   0.1,  0.75, .5625, .0072, -.034, -.012, -.025, -.018, -.016, -.028, .0005, -.022, -.006, -.025, -.015
0.001,   0.1, .3125, 0.625, .0027, -.016, .0041, -.021, -0.01, -.015, -.026, -.001, -0.02, -.001, -.016, -.013
0.001,   0.1,   0.5, .5625, .0043, -.024, -.004, -.012, -.006, -.013, -.022,  -0.0, -.019, -.003, -.017, -.008
0.001,   0.1, .6875, .4375,  -0.0, -.029,   0.0, -.021, -.013, -.016, -.028, .0153, -.025, -.009, -.019, -.007
0.001,   0.1,   0.5, .3125, 0.004, -0.02, -.004, -.015, -.002, -.008, -.013, -.003, -.006, -.013, -.009, -.013
0.001,   0.1, .6875,   0.5, .0013, -.039, -.002, -.023, -0.01, -0.01, -.037, .0003, -.037, .0027, -.021, -.009
0.001,   0.1, 0.375, 0.375, .0118, -.029,  -0.0, -.024, -.017, -.017, -.025, .0093, -.014, 0.004, -.017, -.011
0.001,   0.1, .6875, 0.375, .0046, -.012, .0009, -.019, .0007, -.017, -.025, -.002, -.015, -.002, -0.01, -.004
0.001,   0.1,   0.5,  0.75, 0.011, -.035, -0.01, -.025, -.002, -.027, -.028, .0091, -.021, -.018, -.018, -.011
0.001,   0.1, 0.625, 0.625, .0004, -.018, -.004, -.015, -.001, -.008, -0.01, .0013, -.014, -.001, -.009, -.003
0.001,   0.1, 0.875, .5625, -.001, -.027, -.008, -0.03, -.016, -.029, -.034, .0021, -.017, -.005, -.028,  -0.0
0.001,   0.1,   0.5, 0.375, -.002, -.029, .0002, -.024, -.001, -.031, -.022, .0017, -.014, -.009, -.015, -.004
0.001,   0.1, 0.375, .6875, .0015, -0.03, -.004, -.029, -.008, -.012, -.014, 0.012, -.021, -.004, -.019, -.009
0.001,   0.1, .8125, .5625, .0011, -.034, -0.01, -.018, -.011, -.022, -.037, -.003, -.023, -.005, -.021, -.017
0.001,   0.1,   0.5, .6875, .0008, -0.03, -.009, -0.02, -.009, -.029, -.034,  -0.0, -.027, -.003, -0.02, -.013
0.001,   0.1,   0.5, .5625, -.004, -.032, .0031, -0.03, -.005, -.028, -.039, 0.007, -.022, .0004, -.008, -.012
0.001,   0.1, .5625, 0.625, 0.002, -.041, -.003, -.028, -.007, -.018, -.021, .0038, -.025, -.006, -.022, -.013
0.001,   0.1,   0.5, 0.625, .0108, -.035, .0008, -.027, -.004, -.023, -.028, .0021, -.025, -.004, -.022, -.002
0.001,   0.1, .4375,  0.25, .0019, -.031, .0072, -.031, -.008, -.023, -.027, .0043, -.025, -.009, -.023, -.002
0.001,   0.1, .5625,   0.5, .0037, -.034, .0021, -0.03, -.009, -.021, -0.03, -.004, -.026, .0018, -.021, -.015
0.001,   0.1,   0.5,  0.75, .0014, -0.02, .0022, -.019, .0023, -.021, -.043, .0018, -.008, -.008, -.026, -.005
0.001,   0.1, .5625,   0.5, .0079, -0.03, -.002, -.024, -0.01, -.023, -.019, .0048, -.033, .0046, -.016, -.008
0.001,   0.1, .4375, 0.375, -.002, -.028, -.007, -0.02, -.005, -.012, -.022, .0022, -.035, -.001, -0.02, -.004
0.001,   0.1, .6875, .3125,  -0.0, -.024, -.003, -.017, -.005, -.028, -0.03, -.001, -.021,  -0.0, -.016, -.011
0.001,   0.1, .5625,   0.5, -.008, -.031, -.003, -.021, -.009, -.016, -.026, .0059, -.028, -.005, -.022, -.008
0.001,   0.1, .6875, 0.625, .0082, -.039, -.002, -.024, -.014, -.025, -.034, .0049, -.022, -.001, -.018, -.014
0.001,   0.1,   0.5,   0.5, .0051, -.033, -.003, -.028, -.009, -.017, -.028, .0005, -.029, -.001, -.024, -.002
0.001,   0.1, .4375, 0.625, .0095, -.037,  -0.0, -.028, .0086, -.017, -.038, -.003, -.021, -.009, -.025, -.003
0.001,   0.1, .5625,   0.5, .0013, -.032, -.002, -.022, -.004, -.023, -.035,  -0.0, -.025, .0009, -.009, -.012
0.001,   0.1,   0.5, .8125, .0033, -.027, -.001, -.022, -.016, -.016, -.021, -.004, -0.03, -.002, -.021, -.012
0.001,   0.1, 0.625, 0.375, .0066, -0.04, -.001, -.032, -.004, -.024, -0.03, .0064, -.026, -.005, -.013, -.011
0.001,   0.1, .5625,   0.5, .0006, -.028, -.001, -.023, -.013, -.015, -.034, 0.002, -.029, -.006, -.026, -.006
0.001,   0.1, .5625, 0.625, 0.004, -.029, -.001, -.027, -.002, -.017, -.028, .0067, -.026, .0001, -.013, -.014
0.001,   0.1, .4375, 0.375, .0037, -.006, -.002, -.006, -.009, -0.01, -.007, -.002, -.009, .0001, -.004, -.006
0.001,   0.1, 0.625, 0.625, .0065, -.026, -.005, -.031, -.014, -.018, -.024, .0062, -.028, -.009, -.008, -.004
0.001,   0.1, .3125,   0.5, .0074, -.033, -.006, -.031, -.006, -.022, -.031, .0084, -.027, -.008, -.016, -.007
0.001,   0.1, 0.625, .5625, .0058, -.028, -.001, -.021, -.006, -.016, -.036, .0019, -.014, -.001, -.023, -.008
0.001,   0.1,  0.25,   0.5, -.001, -.023, -.009, -.035, -0.02, -.022, -.028, .0056, -.014, -.005, -.018, -.005
0.001,   0.1,   0.5,   0.5, .0053, -.018,   0.0, -.023, -.006, -.015, -.032, -.003, -.019, .0036, -0.01, .0042
0.001,   0.1,  0.75, .5625, .0009, -.025, .0021, -.038, -.006, -.019, -.031, .0051, -.022, .0045, -.026, -.005
0.001,   0.1, 0.625,   0.5, .0083, -0.03, -.001, -.025, -.018, -.018, -.032, 0.003, -.021, -.002, -.021, -.009
0.001,   0.1, .6875, .4375, 0.001, -.025, -.003, -.028, -.003, -.017, -.025, 0.008, -.034, -.003, -.018, -.009
0.001,   0.1, .4375, .5625, .0023, -.031, .0029, -.023, -.006, -.021, -.021, 0.005, -.022, -.006, -.014, -.002
0.001,   0.1, .6875, .6875, .0053, -.027, -.009, -.024, -.003, -.017, -.026, .0037, -.024, -.003, -0.02, -.001
0.001,   0.1, .5625,   0.5, .0015, -.028, -.003, -.024, -.013, -.016, -.033, .0019, -.028, -.005, -.033, -.017
0.001,   0.1,   0.5,  0.75, .0061, -.023, .0024, -.026, -.003, -.018, -.036, .0042, -.023, -.008, -.013, -.017
0.001,   0.1, 0.625, 0.375, .0015, -.039, -.003, -.013, .0016, -.017, -.025, .0001, -0.02, -.001, -.025, -.003
0.001,   0.1, .5625,   0.5, .0079, -.026, -.004, -.016, -.007, -.014, -.014, -.001, -.018, -.003, -.013, -.006
0.001,   0.1, .5625, .4375, .0035, -.028, .0063, -.033, -.017, -.021, -.024, 0.002, -.029, -.012, -0.02, -.004
0.001,   0.1, .5625, 0.375, -.001, -.018, .0003, -.014, -.009, -.001, -.012, .0028, -.014, -.005, -.012, .0013
0.001,   0.1, 0.625, .4375, .0079, -0.03, .0029, -0.03, -.008, -.023, -.024, .0079, -.028, -.011, -.029, -.008
0.001,   0.1, .5625, 0.375, .0037, -.012, -.007, -.017, -.012, -.018, -.021, .0016, -.033, -.007, -.021, -.015
0.001,   0.1, .3125,   0.5, .0081, -.034, .0023, -.029, -.011, -.016, -.031, -.001, -.024, -0.01, -.018, -.011
0.001,   0.1, .4375, .6875, .0077, -.035, -.005, -.028, -.019, -.016, -.034, -.005, -.022, -.001, -.016, -.011
0.001,   0.1, 0.625,   0.5, .0031, -.037, .0026, -.026, -.013, -.021, -.035, .0106, -.024, .0007, -.026, -.011
0.001,   0.1, .5625,   0.5, .0007, -.001, -.003, -.001, -.002, -.003, -.003, .0028, -.007, -.003, -.001, .0004
0.001,   0.1, .8125,   0.5, .0032, -.025, -.001, -.025, -.007, -.027, -.036, .0072, -.029, -.002, -.025, -.001
0.001,   0.1, 0.375,   0.5, .0081, -.026, .0091, -.015, -.007, -.027, -.029, .0051, -.033, .0007, -.026, -.011
0.001,   0.1,   0.5,   0.5, .0039, -0.03, -.006, -.024, -.007, -0.02, -.033, .0023, -.012, -.003, -.023, -.008
0.001,   0.1,   0.5,  0.75, .0034, -.026, -.002, -.023, -.019, -0.02, -.029, .0038, -0.03, -.007, -.017, -.007
0.001,   0.1, .4375, 0.625, .0064, -0.03, -.005, -.027, -.007, -.025, -.035, .0098, -0.02, .0003, -.028, -.003
0.001,   0.1, .5625, .5625, 0.008, -0.03, -.003, -.021, -.012, -.032, -.025, -.004, -.035, 0.002, -.013, -0.01
0.001,   0.1, .4375, .5625, .0012, -.032, 0.005, -.022, -.006, -.023, -.021, -.003, -.025, -.002, -.016, -.002
0.001,   0.1,  0.25, .5625, .0056, -.027, -.005, -.021, -.011, -0.02, -.033, .0042, -.012, .0008, -.021, -.009
0.001,   0.1, .5625,   0.5, .0041, -.022, 0.003, -.024, -.008, -.028, -.032, .0058, -.028, -.003, -.016, -.025
0.001,   0.1, .5625,  0.75, .0123, -.016, .0017, -.018, -.015, -.013, -.037, .0024, -.021, -.005, -.016, -.002
0.001,   0.1, .4375,   0.5, .0058, -.036, -.003, -.014, -.008, -.018, -.032, .0037, -.021, -.007, -.022, -.011
0.001,   0.1, 0.625, .5625, .0052, -.036, .0003, -.016, -.004, -.017, -.012, .0032, -.025, .0067, -.024, -.015
0.001,   0.1, .4375, 0.625, .0109, -.032,  -0.0, -0.03, -.005, -.011, -.028, .0062, -.022, -0.01, -.029, -.002
0.001,   0.1, .4375,   0.5, .0074, -.042, -.004, -.017, -.008, -.026, -0.03, 0.001, -.034, -.002, -.012, -.022
0.001,   0.1, 0.625,  0.75, .0036, -.026, -.002, -.037, -.009, -.014, -.027, -.003, -.011, 0.001, -.014, -.009
0.001,   0.1, .6875, .3125, -.002, -.035, -.006, -.023, -.008, -.013, -.021, .0031, -.017, -.003, -.019, -0.01
0.001,   0.1, .8125,   0.5, .0047, -.027, -.003, -.016, -.011, -.012, -.035, .0009, -.025, -.008, -.015, -.007
0.001,   0.1, .6875,   0.5, .0051, -.017, -.002, -.029, -.002, -0.02, -.031, .0082, -.018, -.008, -.024, -.012
0.001,   0.1, 0.375,   0.5, .0053, -.033, .0007, -.027, -.004, -.019, -.027, .0021, -.029, -0.01, -.011, -.005
0.001,   0.1,   0.5, .3125, .0066, -.028, -.004, -.022, -.005, -.018, -.027, .0058, -.019, .0013, -.021, -.014
0.001,   0.1,   0.5, .8125, -.001, -0.02, -.002, -0.03, -0.01, -.017, -.031, .0093, -.029, .0036, -.018, -.008
0.001,   0.1, .6875, .4375, .0086, -.047, 0.002, -.019, -.007, -.023, -0.02, -.002, -0.02, .0029, -.024, -.011
0.001,   0.1, 0.375,   0.5, -.003, -0.03, .0013, -.016, -.007, -0.03, -.017, .0136, -.038, -.007, -.024, -0.01
0.001,   0.1,   0.5, .6875, .0075, -.046, -.004, -.011, -.011, -.016, -.023, .0087, -.033, 0.008, -.022, -.003
0.001,   0.1, .4375, .8125, .0074, -.032, -.003, -.027, -.011, -0.01, -.031, .0093, -.031, -.004, -.028, -.006
0.001,   0.1, .4375,   0.5, .0029, -.029, 0.003, -.021, -.012, -.028, -.023, -.006, -0.03, -.002, -.028, -.006
0.001,   0.1, .5625, 0.375, -.002, -.031, -0.01, -.031, .0053, -0.01, -.032, 0.009, -.039, .0033, -.021, -.008
0.001,   0.1, .6875,   0.5, .0053, -.018, .0008, -.022, -.001, -.003, -.017, .0007, -.009, -.006, -.009, -.009
0.001,   0.1, .3125, 0.625, .0037, -.028, .0072, -.032, -.018, -.015, -0.04, 0.001, -.012, -.004, -.014, -.008
0.001,   0.1, 0.625, .8125,  -0.0, -0.03, -.004, -.028, -.002, -.018, -.031, .0019, -.016, -.008, -.021, -.007
0.001,   0.1, .5625, .4375, .0093, -.026, -.007, -.028, -.017, -.018, -.029, .0002, -.027, -.003, -.025, -.005
0.001,   0.1, .5625,   0.5, -.003, -.027, -.002, -.019, -.015, -.019, -.018, -.003, -.025, .0005, -.006, -.009
0.001,   0.1,   0.5, .6875, .0011, -.021, -.003, -.033, -.012, -.022, -.029,  -0.0, -.029, .0003, -.023, -0.01
0.001,   0.1,  0.75, .4375, .0156, -0.04, .0011, -.028, -.007, -.021, -.025, .0004, -.031, -.002, -.025, -.004
0.001,   0.1, .6875, 0.625, .0096, -.029,  -0.0, -.019, -.008, -.021, -.023, .0028, -.025, -.007, -.012, -.018
0.001,   0.1, .5625,  0.75, .0033, -.025, .0039, -.022, -.004, -.015, -.023, .0072, -.038, .0035, -.015, -0.01
0.001,   0.1, 0.625, 0.625, .0084, -.028, -.002, -.024, -0.01, -.019, -.033, .0101, -.027, -.004, -.028, .0005
0.001,   0.1, .6875, .5625, .0024, -.024, -.006, -.023, -.007, -.025, -.034, .0083, -.012, .0075, -.015, -.004
0.001,   0.1,   0.5, 0.625, .0022, -.028, .0005, -.016, -.013, -.019, -0.02, .0047, -.024, .0009, -.021, -.001
0.001,   0.1, 0.625,   0.5, -.005, -.036, .0034, -.023, -.004, -.015, -.028, .0015, -.011, .0051, -.014, -.005
0.001,   0.1, 0.625, .4375, .0025, -.025, -.002, -.027, -.017, -.016, -.029, .0025, -.019, -.008, -.029, -.013
0.001,   0.1,   0.5, .1875, .0049, -0.02, .0011, -.027, -.018, -0.02, -.041, .0028, -.025,  -0.0, -.022, -.004
0.001,   0.1, .5625,  0.75,  -0.0, -.028, -.004, -.025, -.001, -0.01, -.033, .0088, -.024, .0107, -.021, -.015
0.001,   0.1,   0.5,  0.75, .0052, -0.03, -.007, -.023, -.008, -.013, -.025, .0113, -0.04,   0.0, -.015, -.009
0.001,   0.1, 0.375, 0.625, -.003, -.022, .0029, -.034, .0021, -.026, -.031, .0038, -.024, -.003, -.021, -.006
0.001,   0.1, .5625,   0.5, .0007, -.032, -.006, -.024, -.007, -.013, -0.04, .0026, -.018, -0.01, -0.02, -.013
0.001,   0.1, 0.625, .5625, .0081, -.022, -.003, -.028, -.004, -.016, -.025, .0062, -.014, .0034, -0.02, -.008
0.001,   0.1, .5625,   0.5, .0044, -0.03, -.003, -.031, -0.01, -.018, -.038, .0023, -.019, -.003, -.016, -.002
0.001,   0.1, .4375,   0.5, .0076, -.021, -.003, -.021, -.011, -.013, -.021, .0092, -.029, -.008, -.027, .0034
0.001,   0.1, .3125, 0.375, .0087, -.014, .0042, -.012, .0025, -.017, -0.01,  -0.0, -.016, 0.004, -.015, .0011
0.001,   0.1, .4375, .4375, .0046, -.025, -.004, -.022, -.007, -.025, -.033, .0037, -.021, .0033, -.022, -.012
0.001,   0.1, .4375, 0.625, .0124, -.036, -0.01, -.011, -.006, -.016, -.029, .0036, -.031,  -0.0, -.023, -.012
0.001,   0.1, .5625,   0.5, .0047, -.014, -.006, -.024, -.019, -.017, -.034, .0036, -.021, -.003, -.014, -.014
0.001,   0.1, .6875,   0.5, .0053, -.014, -.008, -0.01, -.007, -.009, -0.02, .0008, -.011, .0012, -.023, -.007
0.001,   0.1, .5625, .6875, -.002, -.017, -.003, -.018, -0.01, -.021, -.032, .0023, -.029, -.005, -.025, -.005
0.001,   0.1,  0.25,   0.5, .0075, -.029, -.002, -.028, -.012, -.019, -.027, .0002, -.031, -0.01, -.016, -.009
0.001,   0.1, .5625, .4375, .0009, -.034, .0031, -.033, -.004, -.026, -.023, -.001, -.025, .0033, -.022, -0.01
0.001,   0.1,  0.75,  0.75, 0.002, -.038, -.002, -.033, -.002, -.017, -.027, .0053, -0.02,  -0.0, -.022, -.011
0.001,   0.1, .6875, 0.625, .0067, -.032, .0084, -.028, -.003, -.008, -.025, -.003, -.029, -.005, -.026, -.011
0.001,   0.1, .5625, .4375, .0039, -.034, -.001, -.023, -.008, -.012, -.026, .0059, -.024, -.005, -.024, -.017
0.001,   0.1, 0.625, .4375, .0015, -.002, .0037, -.005, .0026, -.006, -.005, .0034, -.001, -.003, -.002, -.005
0.001,   0.1,   0.5,   0.5, .0017, -.035, .0064, -.025, -.009, -.027, -.022, -.005, -.025, -.006, -.017, -.014
0.001,   0.1, 0.375,   0.5, .0022, -.017, .0036, -0.03, -.011, -.021, -.034, .0008, -.015, .0006, -0.02, -.001
0.001,   0.1, .6875,   0.5, .0113, -.024, .0031, -.024,  -0.0, -.011, -.038, .0091, -.022, -.007, -.014, -.012
0.001,   0.1, .3125, .4375, .0017, -.027, .0004, -.023, -.008, -.016, -.026, .0031, -.029, -.001, -.034, -.005
0.001,   0.1, .5625, 0.625, .0019, -0.04, -.006, -.027, -.004, -0.02, -.038, .0042, -.023, -.005, -.021, -.003
