Alpha, EGS, ChooseA, AvoidB, PickA, PickB, PickC, PickD, PickE, PickF, DontPickA, DontPickB, DontPickC, DontPickD, DontPickE, DontPickF
 0.05,   0.1,  0.25,  0.75, -0.13, -.144, .1156, -.173, .0952, -.123, -.183, .0784, -.188, -.138, 0.029,  -0.0
 0.05,   0.1, 0.875,   0.5, .1134, -.178, -.255, -0.21, -.276, -.301, -.163, -.072, -.272, -.256, -.192, -.275
 0.05,   0.1, .8125, .5625, .1657, -.149, -.003, -.013, .0093, -.123, -.076, .0187, .0723, 0.052, -.149, -.074
 0.05,   0.1, .4375, 0.875, -0.13, -.174, .0309, -.232, -.394, -.146, -.159, .2519, -.336, -.051, -.287, -.329
 0.05,   0.1, 0.375, .8125, -.117, -.279, .0811, -.208, -.237, -.297, -.144, -.029, -.251, -.097, -.213, -0.15
 0.05,   0.1,  0.75, .6875, .0622, -.149, -.019, -.099, -.023, -.012, -.213, .1269, -.178, .1218, -.262, .0618
 0.05,   0.1, .9375, 0.625, .0845, -0.39, -.164, -.312, -.245, -.276, -.419, 0.012, -.269, -.136, -.266, .0083
 0.05,   0.1, 0.625, .8125, -.012, -.076, .0141, -.141, -.253, -.184, -.276, 0.228, -.213, -.168, -.113, -.084
 0.05,   0.1, .8125, .8125, .0715, -.263, -.014, -.269, -.082, -.049, -.213, -0.06, -.218, -.128, -.137, -.095
 0.05,   0.1, 0.625, 0.875, .0379, -0.22, -0.07, -.227, -0.25, -.317, -.076, .2327, -.297, -.133, -.332, -.318
 0.05,   0.1, .8125,   1.0, .1116, -.124, -0.05, -.309, -0.07, -.321, -.179, .2336, -.174, -.023, -.133, -.102
 0.05,   0.1,  0.75, .8125, .0667, -.144, -.032, -.012, -.188, -.226, -.213, -.046, -.245, -.144, -.208, -.183
 0.05,   0.1, 0.875,   1.0, .1525, -.268, -.234, -.501, -.237, -.275, -.336, .0782, -.416, -.193, -.386, -.295
 0.05,   0.1, 0.875, .6875, .1764, -.144, -.092, -.118, -.193, .0235, -.203, -.113, -.151, -.063, -.188, -.014
 0.05,   0.1, .9375,  0.75, .2192, -.144, .0523, -.149, -0.09, -.178, -.213, .0584, -.023, -.124, -.174, -.006
 0.05,   0.1, 0.875, 0.375, .1312, -.269, -.181, -.295, -.058, -.061, -.279, -.147, -.226, -.106, -.013, .2546
 0.05,   0.1,  0.75, .8125, -.044, -.152, -.003, -.179, -.078, -.165, -.213, .1714, -.213, -.045, -.123, .0765
 0.05,   0.1, .8125, .6875, .0715, -.219, -.064, -.253, -.172, -.366, -.183, .0832, -.258, .1372, -.089, -.027
 0.05,   0.1,  0.75, 0.625, -.003, -.278, -.002, -.127, -.286, -0.16, -.216, -0.16, -.248, -.176, -.205, -.218
 0.05,   0.1,  0.75,  0.75, -.007, -.213, .0285, -.207, -.008, -.043, -.138, -.009, -.279, .0936, -0.16, .0962
 0.05,   0.1, 0.875, .8125, 0.172, -.268, -.045, -.238,  -0.2, -.391, -.268, .0535, -.366, -.061, -.354, -.304
 0.05,   0.1, 0.625,  0.75, -.151, -.185, -.227, -0.27, -.018, -.108, -.326, .0362, -.194, -.073, -.336, -.242
 0.05,   0.1,   0.5,  0.75, -.027, -0.29, -.043, -.336, -.186, -0.12, -.096, 0.022, -.303, .1181, -.281, -.156
 0.05,   0.1, .8125, .6875, .1509, -.208, .1972, -.076, -.069, -.076, -.163, .0458, -.157, -.055, -.031, -0.08
 0.05,   0.1,  0.75, .5625, .0484, -.213, -.065, -.184, -.138, -.103, -.108, -.009, -.146, -.064, -.128, .1448
 0.05,   0.1,  0.75, .9375, .1285, -.152, -.086, -.301, -.298, -0.19, -.123, .1165, -.286, -.151, -.231, -.205
 0.05,   0.1, .9375, 0.625, .0769, -.285, -.143, -.168, -.289, -0.17, -.269, -.063, -.281, -.151, -.244, -.154
 0.05,   0.1, .9375, .6875, 0.132, -.076, -0.22, -.265, -.214, -.231, -.279, .1755, -.201, -.038, -0.16, .0391
 0.05,   0.1, .4375,   1.0, -.016, -.208, .0894, -.331, -.036, -.196, -.071, .2248, -0.31, -.313, -0.23, -.227
 0.05,   0.1, .6875, 0.625, -.061, -.269, .0339, -.272, -.206, -.249, -0.15, -.011, -.207, -.206, -.199, .0352
 0.05,   0.1, 0.875,   1.0, .0845, -.144, .0286, -.245, -.164, -.312, -.203, .2865, -.211, -.186, -.302, -.222
 0.05,   0.1, .8125,   0.5, .1266, -.118, -.139, -.149, -.189, -.164, -.138, -.043, -.188, -.013, -.023, -.146
 0.05,   0.1,   1.0, .4375, .3241, -.173, .0335, -.118, -0.34, -.275, -.141, -0.11, -.228, .1503, -.371, -.246
 0.05,   0.1,   0.5,  0.75, -.227, -.296, .0481, -.273, .0691,  0.04, -.309, .1176, -0.25,  -0.0, -.178, .0167
 0.05,   0.1, .5625, .8125, -.102, -.203, -.197, -.265, -.275, -.446, -.255, 0.127, -.234, -.134, -.236, -.134
 0.05,   0.1, .6875,  0.75, -.156, -.279, -.104, -.313, -0.19,  -0.3, -.352, -.042, -.247, 0.016, -.179, -.256
 0.05,   0.1,   0.5, 0.625, -.019, -.215, .0891, -.196, -.151, -.296, -.184, -.032, -.192, -.128, -.355, -.258
 0.05,   0.1, .8125, 0.625, .0847, -.213, -.144, -.297, -0.14, -.255, -.213, -.078, -.333, -.071, -.221, -.246
 0.05,   0.1, 0.625,  0.75,  -0.0, -.241, -0.11, -.333, -.263, -.306, -.331, -.013, -.406, -.197, -.432, .0132
 0.05,   0.1, .9375, .4375, .2687, -.223, -.034, -.113, -.003, -.205, -.269, -.084, .0208, .0401, -.289, -0.06
 0.05,   0.1,   1.0, .5625, .1375, -.213, -0.31, -0.28, -.109, -0.26, -.183, .0201, -.215, .0251, -.256, .0195
 0.05,   0.1, 0.875,   0.5, 0.062, -.236, -.118, -.341, -.241, -.423, -.216, -.072, -.189, .0425, -.303, -.288
 0.05,   0.1,  0.75, .9375, .0567, -.208, .0535, -.468, -0.38, -.382, -.241, .1657, -.281, -0.04, -.237, -.296
 0.05,   0.1,  0.75, 0.875, -.054, -.246, -.076, -.149, -.225, -.335, -0.15, .1491, -.305, .1058, -.227, 0.052
 0.05,   0.1, .4375, .8125, -.178, -.178, .1202, -.076, -.076, -.071, -.213, .1176, -.183, .0298, -.146, .0803
 0.05,   0.1, .9375, 0.875, -.005, -.284, -.165, -.118, -.151, -.215, -.254, .1619, -.309, -.033,  -0.4, -.172
 0.05,   0.1,   0.5, 0.625, 0.092, -.108, 0.095, -.103, .0567, -.144, -.138, .1758, -.088, 0.026, -.178, -0.02
0.051,   0.1,   0.5, .8125, -.027, -.296, -.123, -.166, -.287, -.317, -.157, -.055, -.279, .0341, -.381, -.223
0.051,   0.1, .5625, .5625, -0.05, -.316, .1012, -.314, -.073, -.216, -.227, -.119, -.192, -.015, -.151, -.141
0.051,   0.1, 0.625, .8125, -.198, -.398, -.049, -0.15, -.203, -.342, -.399, .0605, -.176, -.049, -.259, .0528
0.051,   0.1, .8125, .6875, 0.013, -.152, -0.26, -.217, -.025, -.164, -.146, .0013, -.273, .0196, -.085, -.095
0.051,   0.1, .8125,  0.75, .1745, -.187, .0593, -.217, -.085, -.039, -.155, .0495, -.212, -.222, -.146,  -0.0
0.051,   0.1, 0.875, 0.875, .2405, -.231, -.325, -.125, .0138, -.167, -.182, .0148, -.313, -.096, -.314, -.206
0.051,   0.1, .6875, .5625, .0527, -.147, -.017, -.125, -.214, .0351, -.279, .0096, -.182, .0172, -.055, -.125
0.051,   0.1, 0.625, 0.875, .0997, -0.05, .0626, -.023, .0757, -.047, -.112, .2319, -.217, .0752, -.222, .0073
0.051,   0.1, .8125, .4375, 0.072, -.182, -.215, -.195, -.279, -.319, -.305, -.002, -.196, -.048, -.345, -.217
0.051,   0.1, .6875, 0.875, 0.085, -.274, .0166, -.284, -.018, -.186, -.217, .0539, -.172, .1237, -.268, -.158
0.051,   0.1, .5625, .9375, -.203, -.251, .1154, -.407, -.381, -.367, -.235, .1507, -.194, .0701, -.448, -.299
0.051,   0.1, .6875, 0.625, -.063, -.109, .0577, -.217, -.038, -.212, -.146, .0021, -.123, -.084, -.301, -.143
0.051,   0.1, 0.875, .8125, -0.04, -.416, -.226, -.216, -.235, -.418, -.337, -.009, -.499, -.017, -0.44, -.277
0.051,   0.1, .8125, .8125, .0317, -.211, .0589, -.155, 0.052, -.217, -.152, .0073, -.043, -.048, -.075, -.211
0.051,   0.1, .5625, .9375, -.159, -.182, -.017, -.181, -.037, -0.26, -.337, .0782, -.342, .1071, -.217, -.091
0.051,   0.1, .6875,   1.0, 0.162, -.284, -0.06, -.033, -.063, -.255, -.146, .2505, -.266, -.097, -.209, -.123
0.051,   0.1,  0.75, .6875, .0861, -.072, .0866, -.342, -.194, -.147, -.147, .0128, -.149, -0.14, 0.045, -.158
0.051,   0.1, 0.625, 0.375, .0549, -.115, -.077, -.206, -.192, -.212, -.072, .1114, -.206, 0.006, -.145, .0623
0.051,   0.1, .4375, .9375, -.056, -.212, -.011, -.284, -.079, -.181, -.157, .1864, -.319, .0341, -0.19, -.048
0.051,   0.1, .6875, .6875, 0.075, -.217, .0019, -.206, -.043, -.104, -.147, 0.087, -.197, .0342, -.052, .0308
0.051,   0.1,   1.0,   0.5, .1763, -.251, -.143, -.294, .0317, -.317, -.322, -.115, -.444, .0789, -.357, -.073
0.051,   0.1, .6875,  0.25, .0173, -.072, -.038, -.225, -.077, -.217, -0.08, -.037, -.141, .1378, -.212, -0.03
0.051,   0.1, .6875, .5625, -0.02, -.072, -.071, -.217, -.095, -.096, -.217, -.078, -.268, .0017, -.084, .0918
0.051,   0.1, 0.875,  0.75, .2159, -.228, .1309, -.397, -.131, -.163, -.274, .0722, -.345, -.236, -0.18, -0.14
0.051,   0.1, 0.625,  0.75, -0.01, -.146, -.074, -.206, -.178, .0076, -.141, .0065, -.147, .1414, -.152, -.104
0.051,   0.1, .6875, .4375, -.231, -0.24, -.177, -.064, -.057, -.048, -.402, -.051, -.187, .1992, -.182, -.048
0.051,   0.1, .8125,  0.75, 0.192, -.078, -.131, -.146, -.061, -.146, -.152, .1189, -.182, -.045, -.181, .1141
0.051,   0.1, .4375, .8125, -.294, -.459, .0179, -.176, .0547, -.192, -.279, -.127, -.182, -.028, -.086, -.183
0.051,   0.1, 0.875,  0.75, .1256, -.141, -.019, -.168, -.266, -.152, -.152, .0359, -.115, -.136, -.197, -.113
0.051,   0.1, 0.875, 0.625, .0819, -.115, -.039, -.028, -.074, -.078, -.147, .1754, -.095, .2345, -.148, -.031
0.051,   0.1, .6875, .9375, .1088, -.217, .1395, -.279, -.353, -.183, -.115, .2401, -0.26, -.163, -.091, -.201
0.051,   0.1, 0.875, .9375, .1909, -.225, .0204, -.079, -.181, -.334, -0.26, .0859, -0.11, -0.05, -.331, -.251
0.051,   0.1,   0.5,   1.0, -.066, -.182, -.021, -.296, -.147, -.028, -.294, .1625, -.333, -.101, -.273, -.104
0.051,   0.1, .8125, 0.875, .1794, -.174, -.032, -.076, .0685, -.176, -.152, .0259, -.211, -.143, -.056, .0316
0.051,   0.1, 0.875, .8125, -.057, -.273, -.183, -.337, -.411,  -0.5, -.341, .0167, -.509, -.379, -.396, -.435
0.051,   0.1,  0.75, .4375, .0299, -.182, -.051, -.336, -.319, -.101, -.234, -.082, -.309, -0.16, -.372, -.131
0.051,   0.1, .4375,  0.75, -.024, -.283, -.094, -.081, -0.04, -.044, -0.11, -.091, -.147, -.153, -.018, -.142
0.051,   0.1, .4375, 0.875, -.167, -.222, -.153, -0.15, .1742, -.203, -.152, .1344, -.184, -0.19, -.187, -.298
0.051,   0.1, .8125, .6875, .0385, -.217, .0603, -.274, -.368, -.343, -.322, .0726, -.177, .2601, -.255, -.083
0.051,   0.1, .9375, 0.875, .0881, -.222, .0233, -.247, -.194, -.236, -.337, .1621, -.139, -.119, -.397, 0.026
0.051,   0.1, .9375,   1.0, .0876, -.309, -.018, -.231, -.322, -.296, -.187, .1805, -0.22, .0121, -.347, .0481
0.051,   0.1, 0.875, .8125, .2928, -.273, -.042, -0.25, -.169, -.278, -0.11, -.048, -.223, -.106, -0.24, -.111
0.051,   0.1, .6875,   1.0, -.095, -.262, -.023, -0.12, -.231, -.325, -.278, .3079, -.246, -0.13, -.216, -.231
0.051,   0.1, 0.375, .9375, -.199, -.279, -.071, -.194, .0417, -.279, -.159, .2137, -.279, -.053, -.199, -.228
0.051,   0.1, .8125, .6875, -.022, -.286, -.116, -.337, -.127, -0.14, -.288, .0703, -0.21, .0397, -.139, -.087
0.051,   0.1, .8125,   1.0, .0936, -.164, 0.082, -.284, -.139, -.223, -.147, .3279, -.187, -.145, -.198, -.215
0.051,   0.1, .9375,   0.5, .1299, -.146, -.108, -.183, -.173, -.115, -.217, .0021, -.176, 0.027, -.157, -.182
0.051,   0.1,   1.0,  0.75, .1335, -.158, -.266, -.262, -.329, -.297, -.284, .0577, -.163, 0.169, -.265, -.026
0.051,   0.1, .6875, .6875, .0127, -.052, -.055, -.147, -.026, -.078, -.152, .1825, -.206, .1457, -.044, -.041
0.051,   0.1,  0.75,   1.0, .1389, -.284, .0598, -.245, -.073, -0.22, -.084, .1476, -.273, .1176, -.248, -0.22
0.051,   0.1, 0.875, 0.625, .2396, -0.26, -.014, -.244, -.253, -.296, -.188, -.142, -.192, -.054, -.377, -.056
0.051,   0.1,  0.75, .9375, -.104, -.343, -.144, -.301, -.168, -0.13, -0.25, .0882, -.286, -.271, -.138, .0803
0.051,   0.1, .8125, .9375, 0.021, -.158, .0105, -.208, 0.027, -.285, -.206, .1121, -.187, .0145, -.366, -.121
0.051,   0.1, 0.875, .5625, .1581, -.136, 0.004, -.228, -.202, -.191, -.309, .1127, -.289, .1303, -.314, -.054
0.051,   0.1,  0.75, .9375, -.062, -.352, .0338, -.301, -.333, -.433, -.449, .0628, -.316, -.213, -.476, -.422
0.051,   0.1, .6875,  0.75, -.058, -.377, -.024, -0.12, -.186, -.151, -.191, -.036, -.211, .2149, -.355, -.177
0.051,   0.1, .9375, 0.625, .1849, -.402, .0282, -0.34, -.229, -.366, -.203, .0001, -.412, .0774, -0.21, .0237
0.051,   0.1, .9375, .8125, .1252, -.327, -.057, -.415, .0002, -.336, -.211, .1209, -.274, -.076, -.294, -.111
0.051,   0.1, .5625, 0.625, .0259, -.294, .1757, -.259, -.105, -.249, -.279, -.061, -.245, -.094, -.174, -.291
0.051,   0.1, 0.875, .6875, .0098, -0.11, -.274, -.078, -.081, -.217, -.217, .0888, -.246, .0385, -0.11, .1242
0.051,   0.1,   0.5, .5625, .0348, -.078, -0.14, -.008, -.146, -0.12, -.078, .0092, -.186, -.011, -.158, -.122
0.051,   0.1, 0.875,  0.75, .1531, -.319, 0.062, -.075, -.303, -.301, -.284, .0438, -.173, -.097, -.167, .0335
0.051,   0.1, .8125,   1.0, .1512, -.342, -.254, -.393, -.078, -.347, -.284, .0803, -.489, -.251, -.243, -.278
0.051,   0.1, .8125, 0.625, -.008, -.254, -.008, -.328, -.119, -.211, -.292, -.075, -.152, .1351, -0.17, -0.05
0.051,   0.1, .5625, 0.875, .0206, -.141, -.143, -.115, 0.087, .0067, -.192, .0184, -.115, .0151, -.115, -.076
0.051,   0.1, 0.875, .5625, .0675, -.115, .0203, -.141, -.048, -.129, -.222, -.023, -.186, -.148, -.045, -.015
0.051,   0.1, 0.375,   1.0, -.109, -.255, .2472, -.109, -.088, -0.37, -.363, .2776, -0.29, -.061, -.353, -.439
0.051,   0.1,   0.5,  0.75, .0385, -.072, .0451, -.141, -0.24, -.065, -.072, .1361, -.152, .0391, -.146, -.083
0.051,   0.1, 0.875, 0.625, .1222, -.217, -.292, -.284, -.088, -.199, -.284, -.035, -.333, .0496, -0.31, -.089
0.051,   0.1,   1.0, .8125, .2355, -0.28, -.068, -.186, -.127, -.337, -.278, .1757, -.263, .0025, -.237, -.105
0.051,   0.1, 0.625, 0.875, -.023, -.192, .1512, -.186, .1164, -.273, -0.26, .1215, -.212, -.303, -.298, -.231
0.051,   0.1, .5625,  0.75, .0544, -.306, -.145, -.176, -.225, -0.11, -.133, .0372, -.278, .1012, -.246, -.021
0.051,   0.1, 0.125, .9375,  -0.2, -.152, .0024, -.177, -.072, -.008, -.141, .0971, -.268, -.083, -.186, -0.04
0.051,   0.1, .6875, .5625, .0262, -.206, -.153, -.217, -.158, -0.05, -.192, .0073, -.179, .0024, -.284, .1206
0.051,   0.1, .6875, .5625, -.174, -.254, -.108, -.327, -.112, -.221, -.246, -.105, -.343, -.239, -.214, .1666
0.051,   0.1, .8125, .5625, -.013, -.206, -.172, -.272, .0171, -.167, -.147, .0761, -.147, .1082, -0.08, .1574
0.051,   0.1, 0.875,  0.75, .1857, -0.11, -0.13, -.128, .0486, .0028, -.146, .0766, -.152, -.028, -.072, -0.13
0.051,   0.1,  0.75,   1.0, .0806, -.256, -.027, -.274, -.194, -.138, -.158, .2796, -.347, -.094, -.338, .0238
0.051,   0.1, .6875,   1.0, -.157, -0.25, -.045, -.284, -.241, -.224, -.245, 0.157, -.306, -.045, -.263, -.067
0.051,   0.1,  0.75, 0.375, -.058, -.045,  -0.2, -.104, -.003, -.212, -.211, .0236, -.284, -.061, -.055, .1452
0.051,   0.1, 0.625, .9375, -.042, -.182, -.101, -.244, -.229, -.332, -.242, .1394, -.352, -.132, -.256, -.225
0.051,   0.1, .6875, .8125,  0.05, -.242, .0063, -.279, .0123, -.109, -.395, -.096, -.203, -.162, -.171, -.268
0.051,   0.1, 0.625, 0.625, -0.24, -.141, -.085, -.141, -.038, -.079, -.146, .0394, -.115, .1528, -.117, -.011
0.051,   0.1,   0.5,  0.75, .0117, -.141, .0391, -.166, -.033, -0.11, -.146, .1713, -.147, -.065, -0.05, .0354
0.051,   0.1, .5625,  0.75, .0299, -0.12, .0673, -.174, .0634, -.187, -.152, .1168, -0.12, .0169, -.115, -.201
0.051,   0.1,   0.5, .6875, -.026, -.217, .0303, -.173, -.339, -0.28, -0.11, .0412, -.033, .0226, -.329, -.311
0.051,   0.1, .8125, .8125, .0596, -.255, -.169, -0.18, -.315, -.383, -.191, .0391, -.329, .0056, -0.34, -0.27
0.051,   0.1, .9375, .6875, .0672, -.272, -.063, -.384, -.344, -.325, -.329, -.045, -.347, -.016, -.347, -.349
0.051,   0.1, 0.625, 0.625, -.078, -.181, -.134, -.279, -.156, -.368, -0.27, -0.24, -.327, -0.26, -.186, -.107
0.051,   0.1,   0.5, 0.875, -.023, -.274, -.004, -.242, .0495, -.217, -.284, .2655, -.334, -.051, -.348, -.122
0.051,   0.1, .9375, 0.875, .2895, -.206, -.124, -0.33, -.133, -.256, -.211, .1376, -.344, -.032, -.323, -.182
0.051,   0.1, .8125, .5625, .1065, -0.29, .0707, -.224, -.295, -.301, -.192, -.237, -.235, -.067, -.299, -0.38
0.051,   0.1, .9375, .6875, .2792, -.222, -.107, -.278, -.213, -.209, -.284, -.099, -.177, .0657, -0.24, .1308
0.051,   0.1, .4375,  0.75, -.152, -.186, -0.05, -.173, .0166, -.078, -.217, .0049, -0.12, .0254, -.112, -.152
0.051,   0.1, 0.375, 0.875, -.152, -.347, -.089, -.273, .0769, -.104, -.152, .0559, -.217, .0312, -.147, -.125
0.051,   0.1, .5625,  0.75, .0161, -.146, -.105, -0.11, -.256, -.187, -0.12, .2091, -0.09, .1268, -.284, -.007
0.051,   0.1, .6875, 0.625, .0472, -.212, -0.07, -.013, .0716, -.125, -.191, -.122, -0.12, .0481, .0415, -.154
0.051,   0.1, 0.875, 0.625, .1541, -.351, -.208, -.338, -.157, -.265, -.272, -.075, -.352, -0.23, -.196, -.049
0.051,   0.1, .6875, .5625, .0463, -.192, -0.12, -.125, -.197, 0.068, -.055, -.167, -.274, 0.053, -.115, .0657
0.051,   0.1,  0.75, .6875, .1752, -.284, .0707, -.186, -.259, -.301, -.186, -.057, -.274, -.106, -.312, -.363
0.051,   0.1,  0.75,  0.75, .0396, -.126, .0657, -.222, .0002, -.186, -.206, .0023, -.187, -.044, -.128, -.246
0.051,   0.1, 0.875, .9375, .1868, -0.25, .0683, -.182, -.134,  -0.1, -0.11, .1962, -.331, -.188, -.265, -.174
0.051,   0.1,  0.75, .8125, .2336, -.081, .1336, -.131, .0606, -.148, -.222, -.005, -.176, -.043, -.335, -.182
0.051,   0.1, 0.625, .6875, .0092, -.279, .0368, -0.25, -.066, -.018, -.209, .1665, -.377, .0352, -.236, .0283
0.051,   0.1,   1.0,   0.5, .1979, -.141, -.126, -.305, -.302, -.448, -.343, -.002, -.349, -.191, -.409, -.364
0.051,   0.1, .9375,  0.75, .1825, -.146, -.105, -.206, -.167, .0064, -.146, .0734, -.219, .0174, -.141, -.048
0.051,   0.1,  0.75, .9375, .0055, -.342, -0.05, -.418, -.527, -.174, -.235, .1549, -.341, -.231,  -0.4, -.106
0.051,   0.1, 0.625, .6875, .1485, -.298, -.005, -.203, .0161, -.267, -.241, -0.04, -.133, -.115, -.206, -.081
0.051,   0.1, 0.875, .4375, .0552, -.109, -.081, -.125, -.032, -.192, -.211, -.067, -.072, .1257,  -0.1, .1138
0.051,   0.1, .6875, 0.875, 0.127, -.115, .0969, -.289, -.032, -.258, -.177, .1522, -.197, -.211, -.232, -.294
0.051,   0.1, 0.875,  0.75, .0508, -.217, -.176, -.067, -.211, -.217, -.182, -.036, -.173, .2004, -.251, -.279
0.051,   0.1, 0.625, .5625, -.082, -.274, .0245, -.205, -.183, -.227, -.289, -0.22, -.135, -.049, -.094, -0.01
0.051,   0.1,   0.5, .8125, -.055, -.147, -.078, -.191, .0114, -.187, -.222, .0425, -.147, .0858, -.212,  -0.1
0.051,   0.1, 0.875, .6875, .0584, -.377, -.265, -.148, -0.19, -.374, -.264, -0.17, -.245, .0713, -.418, -.108
0.051,   0.1, .8125, .4375, .0395, -.146, -.072, -.089, 0.023, -.152, -.095, -0.06, -.084, .0269, -.115, -.017
0.051,   0.1, 0.875, .9375, .0466, -0.26, -.249, -.285, -.351, -0.25, -.396, -.007, -.336, -.108, -.143, -.255
0.051,   0.1, .8125,   1.0, -.104, -.217, -.021, -.255, -.168, -.375, -.272, .2988, -.157, -.191, -.236, -.149
0.051,   0.1,  0.75, 0.625, .1311, -.141, -.047, -.141, .0259, -.218, -.152, .0504, -.237, .0529, -.115, -0.12
0.051,   0.1, .8125, .6875, -.012, -.381, .1569, -.301, -.198, -.396, -.372, -.175, -.273, -.005, -0.23, -.215
0.051,   0.1, 0.875, 0.375, .2808, -.233, -.027, -.256, -.111, -0.31, -.217, -0.25, -.267, -.049, -.294, -0.01
0.051,   0.1, .9375, 0.875, .1561, -.284, .0577, -.219, -.284, -.436, -.274, .0607, -.488, -.204, -.421, -.219
0.051,   0.1, .5625,  0.75, .0734, -.104, .0156, -.274, -.195, -.152, -0.05, .1414, -.121, -0.09, -.125, -.094
0.051,   0.1,  0.75, .6875, .0546, -.181, -.058, -.265, -.057, -.112, -.148, -.012, -0.16, -.256, -.117, -.078
0.051,   0.1, 0.625,  0.75, -.089, -.345, -.153, -.249, -.031, -.226, -0.36, -.047, -.265, -.059, -.324, -.049
0.051,   0.1,  0.75, .9375, -0.03, -.222, -.012, -.191, -0.12, -.307, -.211, .0297, -.255, -.111, -.301, -.164
0.051,   0.1, .6875, 0.375, .0114, -.182,  -0.1, -.211, .0004, -.273, -.212, -.182, -.149, .0913, -.147, -.131
0.051,   0.1, .9375, .8125, .1783, -.211, .0516, -.161, -.163, -.164, -.219, -.045, -.288, -.027, -0.12, -.029
0.051,   0.1, 0.625, .5625, .0716, -.286, .1265, -.186, -.042, -.273, -.146, .0664, -.085, .0523, -.146, -.074
0.051,   0.1, 0.875, .9375, .0573, -.222, -.269, -.246, -.011, -.283, -0.26, .3324, -.273, -.141, -0.24, -.027
0.051,   0.1, 0.875,  0.75, .0777, -0.31, -.101, -.365, -.362, -.394, -.376, .1258, -.309, .2794, -.239, -.438
0.051,   0.1, 0.875, .8125, .0043, -.319, -.116, -.333, -.011, -0.28, -.295, .0823, -.187, -.027, -.208, -.121
0.051,   0.1, 0.875,   0.5, .1453, -.212, -.074, -.182, -.267, -.315, -.174, .0122, -.141, .1792, -.229, -.069
0.051,   0.1, .9375, .9375, .2356, -.337, -.281, -.491, -.238, -.538, -.274, -.009, -.432, -.165, -.616, -.603
0.051,   0.1, .9375, 0.375, .0812, -.327, -0.29, -0.29, -.182, -0.45, -0.26, -.089, -.387, -.122, -.619, -.246
0.051,   0.1, .6875,  0.75, -.036, -.254, -.074, -.285, -.104, -.301, -.256, .1115, -.337, .0469, -.115, -.204
0.051,   0.1, 0.625, .6875, -.082, -.147, -.004, -.147, -.131, -.135, -.147, .0251, -.146, .0683, -.125, -.056
0.051,   0.1, 0.625, 0.375, -.047, -0.13, -.098, -0.08,  -0.0, -.212, -.141, -.078, -.222, -.044, -.217, .0722
0.051,   0.1,  0.75, 0.625, .0951, .0027, .0168, -.177, -0.04, -.152, -.152, .0579, -0.11, .0363, -.186, -.083
0.051,   0.1, 0.375, .6875, -.156, -.194, -.084, -.062, -.089, -.081, -0.24, .0037, -.158, .1048, -.198, -.033
0.051,   0.1,   1.0,  0.75, .4067, -.188, .0032, -.212, -.311, -.237, -.152, .1638, -.061, -.044, -.204, -0.13
0.051,   0.1, .8125, .6875, .1867, -.152, .0128, -.146, .0311, -.072, -.072, -.018, -.278, .0463, -.141, -.084
0.051,   0.1, .8125, .5625, .1116, -.072, -.228, -.141, -.196, -0.23, -.146, .0024, -.038, -.047, -.191, .0154
0.051,   0.1, .6875, 0.875, .0357, -.264, -.395, -.475, -.191, -.342, -.128, .3122, -.484, -.328, -.368, -.201
0.051,   0.1, .4375,  0.75, -.042, -.181, .0573, -.261, -.059, -.298, -.327, .0941, -.293, -0.05, -0.42, -.295
0.051,   0.1, .6875,  0.75, -.077, -0.17, .1509, -.284, -.151, -.149, -.285, -.033, -0.13, .0607,  -0.3, -.277
0.051,   0.1,  0.75, .8125, .1025, -.211, .0687, -.212, -0.15, -.189, -.252, 0.087, -.252, .0402, -0.31, -.266
0.051,   0.1, .9375, .6875, .1503, -.222, .0674, -0.06, -.321, -.208, -.192, .0369, -.217, .2189, -.384, -0.16
0.051,   0.1,  0.75, 0.625, .0585, -.381, -.172, -.352, -.148, -.183, -.181, -.098, -.407, -.033, -.184, -.224
0.051,   0.1, .4375, .9375, -.147, -.342, -0.13, -.265, -.107, -.311, -.187,  0.26, -.291, -.059, -.337, -.409
0.051,   0.1, 0.875,   0.5, .0991, -.278, -.085, -.115, -.108, -.062, -.217, -.149, -.078, .0667, -.018, -.125
0.051,   0.1, .9375, 0.625, .2495, -.176, .0775, -.192, .0144, -.153, -.217, -.007, -.162, .0497, -.173, -.093
0.051,   0.1, .6875, .8125, -.072, -.296, .0735, -.241, -.352, -.287, -.274, .0221, -.344, .0893, -.492, -0.21
0.051,   0.1, .8125, .8125, 0.025, -.294, -0.02, -.189, -.382, -.368, -.351, .0497, -.289, .2101, -.381, -.211
0.051,   0.1, .8125, .8125, .0187, -.348, -.067,  -0.3, -.151, -.291, -.344, -.058, -.245, -.185, -.284, -.066
0.051,   0.1,  0.75,   0.5, .1136, -.187, .0505, -.165, -.057, -.185, -.159, -.066, -.338, -0.12, -0.06, .1533
0.051,   0.1, .4375,  0.75, -.115, -.259,  -0.3, -.335, -.126, -.404, -.182, .0167, -.357, .0478, -.268, -.171
0.051,   0.1, .4375, .6875, -.014, -.187, -.152, -.279, -.056, -.048, -0.11, .0261, -.219, -.002, -.125, -.217
0.051,   0.1,  0.75, 0.875, .1995, -.235, 0.023, -.226, -.222, -.121, -.244, .1742, -.222, -.103, -.347, -.079
0.051,   0.1, .8125, .8125, -.016, -.338, -.383, -.399, -.156, -.305, -.342, -.002, -.419, -.123, -.403, -.244
