D1, D2, ChooseA, AvoidB, PickA, PickB, PickC, PickD, PickE, PickF, DontPickA, DontPickB, DontPickC, DontPickD, DontPickE, DontPickF
  1.0,   0.5,  0.75, 0.625, .3067, -.054, .3031, -0.13, .1898, -.024, -0.03, .0562, -.013, -.001, -0.03, .0135
  1.0,   0.5, .5625, .8125, 0.146, -.103, .1302, .0183, 0.139, -0.07, -.031, .0133, -.018, .0305, -.008, .0088
  1.0,   0.5, 0.875,  0.75, .2858, -.104, .1668, -.051, 0.026, -.047, -.026, .0593, -.017, .0044, -.005, .0212
  1.0,   0.5, 0.625, 0.625, .1174, -.151, .0657,  -0.1, .0398, -.087, -.042, .0898,  -0.0, .0243, -.009, .0088
  1.0,   0.5,  0.75, 0.375, 0.199, -.036, .1368, -.031, .0766, -.081, -.051, .0507, -.029, 0.004, -.034, .0169
  1.0,   0.5,  0.75,  0.75, .2974, -.069, .0612, -.121, 0.169, -.051, -.018, .0425, .0043, .0304, -.009, .0003
  1.0,   0.5,   0.5, .6875, 0.249, -.066, .1187, -.069, .0548, .0603, -.047, .0294, -.012, .0322, -.015, -.008
  1.0,   0.5, .5625,  0.75, .1383, -.135, .2186, -.086, .1729, -.029, -.041, .0383, -.022, 0.004, -.012, .0177
  1.0,   0.5, .5625, 0.625, .0661,  -0.1, .1716, -.036, .0517, -.052, -.022, .0468, .0041, .0171, -.013, .0212
  1.0,   0.5, .9375, .6875,   0.5, -.067, .1112, -.133, -.005, -.091, -.026, .0386, -.003, .0306, 0.004, 0.003
  1.0,   0.5,  0.75, .6875, .0762, -.087, .1086, -.051, -.147, -.015, -.053, .0299, -.017, 0.039, -.003, -.012
  1.0,   0.5, .8125, 0.625, .3345, -.097, .2299, -.126, .0076, -.104, -.049, .0686, -.043, .0448, -.061, .0316
  1.0,   0.5, .8125, .9375, .1704, -.115, .2306, -.081, .1701, -.068, -.034, .0421, -.025, .0165, -.025, .0302
  1.0,   0.5, .9375, 0.625, .3916, -.084, .0644, -.046, -.029, -.056, .0047, .0125, -.008, .0152, -.042, .0496
  1.0,   0.5,   0.5,   0.5, .1255, -0.07, .0482, -0.05, .0565, .0144, -.039, .0049, -.013, 0.013, -.013, -.004
  1.0,   0.5, .8125,  0.75, .2095, -.117, .3009, -.051, .1464, -.118, -.046, .0619, -.013, 0.061,  -0.0, .0006
  1.0,   0.5, .8125, 0.625, .1731, -.067, .1669, -.166, -0.02, -.074, -.051, .0514, -.055, .0377, -.022, 0.004
  1.0,   0.5, 0.625,  0.75, .2262, -.111, .3056, -.053, .0922, -.055, -.022, 0.059, -.038, .0007, -.034, .0566
  1.0,   0.5, 0.625, .6875, .1765, -.053, .0725, -0.12, -.001, -.001, -.022, .0178, -.009,  -0.0, .0002, .0167
  1.0,   0.5,  0.75,   0.5, 0.206, -.068, .2565, -.068, .0635, .0433, -.047, .0401, -.017, .0034, -.013, .0256
  1.0,   0.5,  0.75, 0.875, .1301, -.103, .1601, .0006, .0357, -.015, -.022, .0383, -0.03, .0134, -.034, .0044
  1.0,   0.5,  0.75,   0.5, .2337, -.069, .1647, -.035, -.102, -.011, -.022, .0372, -.026, .0373, -.013, .0002
  1.0,   0.5, .8125,   0.5, .3478, -.016, .1807, -.026, -.057, -.076, -.034, .0173, -.018, -.005, .0231, .0379
  1.0,   0.5, .6875, .5625, .4155, -.103, .0491, -.079, .0709, -.064, -.004, .0473, -.022, .0359, -.019, .0259
  1.0,   0.5, 0.875, .5625, .2817, -.166, -.003, -.086, .0426, -.046, -0.03, .0504, -.016, .0347, .0115, .0236
  1.0,   0.5, .8125, .6875, 0.337, -.129, .2469, -.048, -.013, -.069, -.022, .0427, -.038, .0416, -.013, .0108
  1.0,   0.5,  0.75,   0.5, .2241, -.103, .2255, -.084, -.035, -.083, -.039, .0474, -.022, .0084, -.024, 0.022
  1.0,   0.5,  0.75, .6875, .0901, -0.12, .2346, -.119, .0588, -.045, -0.03, .0337, -.027, .0218, -.004, -.002
  1.0,   0.5,   1.0, .6875, .4442, -.103, .1349, -.065, .0164, -.132, -.038, .0342, -.046, .0442, -.027, .0322
