D1, D2, ChooseA, AvoidB, PickA, PickB, PickC, PickD, PickE, PickF, DontPickA, DontPickB, DontPickC, DontPickD, DontPickE, DontPickF
  1.0,   1.5,  0.75, .6875, .1283, -.167, .0886, -.109, .0505, -.044
  1.0,   1.5, 0.625, .6875, .1067, -0.12, .0481, -.081, .0572, -.071
  1.0,   1.5,  0.75, .8125, 0.172, -.229, .1294, -.174, -.025, -.004
  1.0,   1.5,  0.75, 0.625, .1223, -.124, .0515, -.103, .0902, -.108
  1.0,   1.5,  0.75, .6875, 0.192, -.237, .1246, -.157, .0992, -.088
  1.0,   1.5, 0.625, .8125, .2117, -.258, .1221, -.176, .1312, -.172
  1.0,   1.5, 0.875, .8125, .2175, -0.27, .0825, -.096, .1371, -.175
  1.0,   1.5, 0.875, 0.875, .2109, -.303, .1053, -.117, .0219, -.034
  1.0,   1.5, 0.625, .6875, .0874, -.107, .0652, -.073, -.002, .0293
  1.0,   1.5, .6875,   0.5, .1728, -.201, .1096, -.126, .0661, -.059
  1.0,   1.5, .6875, .9375, .1644, -.208, .0842, -.126, .0392, -.014
  1.0,   1.5, .9375, 0.875, .2817, -.386, .0872, -.091, .1281, -.109
  1.0,   1.5, 0.875, 0.875, .2289, -.314, .1596, -.227, .0505, -.011
  1.0,   1.5, .5625, .5625, 0.104, -.116, .0819, -.101, .0489, -.054
  1.0,   1.5, .8125, 0.625, .1553, -.214, 0.196, -.216, 0.081, -.081
  1.0,   1.5, 0.875,   1.0, .2883, -.377, .1168, -.158, .0333, -.023
  1.0,   1.5, .5625, .9375, .2105, -0.28, .0851, -.097, .0388, -.021
  1.0,   1.5,  0.75,  0.75, .1868, -.209, .1726, -.192, .0368, -.047
  1.0,   1.5, .9375, 0.875, .2736, -0.34, .1147, -0.15, .1507, -.169
  1.0,   1.5,   0.5, .5625, .0862, -.113, 0.052, -.053, .0829, -0.11
  1.0,   1.5,  0.75, .8125, .2141, -.273, .1665, -.215, .1543, -.129
  1.0,   1.5, 0.875, .8125, 0.218,  -0.3, .1095, -.139, .0304, -.001
  1.0,   1.5,  0.75, .9375, .1007, -.127, .0449, -.052, .0405, -0.06
  1.0,   1.5,  0.75, 0.625, .1339, -0.17, .0889,  -0.1, 0.117, -.094
  1.0,   1.5, .8125,  0.75, .1793, -.223, .1544, -.178, 0.093, -.133
  1.0,   1.5,  0.75,  0.75, .1175, -.148, 0.085, -.109, .0928, -.169
  1.0,   1.5, .8125, .8125, .1634, -.164, 0.124, -.187, .0476, -.079
  1.0,   1.5, .6875, .6875, .1574, -.227, .0608, -.055, .1182, -.162
  1.0,   1.5,  0.75, .5625, .1832, -.239, .1059, -.159, .0952, -.096
  1.0,   1.5,   0.5,  0.75,  0.09, -.102, .0469, -.046, .0654, -.065
  1.0,   1.5, 0.875, .6875, .1579, -.178, .1039, -.115, .0719, -.086
  1.0,   1.5,  0.75, .9375, .2329, -.285, .1103, -.094, .0084, .0206
  1.0,   1.5, 0.875, .8125, 0.197, -.237, .0315, -.031, .0696, -.051
  1.0,   1.5, .8125,   1.0, .2905, -.396, .2223, -.318, .0531, -.052
  1.0,   1.5, .5625, .5625, .1095, -.123, .0734, -.085, -.005, -.001
  1.0,   1.5, 0.875, 0.875, .2045, -.255, .1155, -.123, .0201, -0.04
  1.0,   1.5, .8125, 0.875, .1668, -.208, .0706, -.095, .1251, -.159
  1.0,   1.5, 0.875, 0.875, .1906, -0.23, .1064, -.144, .1154, -.117
  1.0,   1.5,  0.75, .8125, .0879, -.108, .0771, -0.09, .0823, -.082
  1.0,   1.5, 0.625, .5625, 0.114, -.127, .1293, -.174, -.023, .0399
  1.0,   1.5, .6875, .8125, 0.183, -.245, 0.156, -.145, .0279, -.005
  1.0,   1.5, .5625,   0.5, .0549, -.041, .0705, -.058, .0155, -.016
  1.0,   1.5, 0.875, 0.625, .1668, -.198, .1068, -.139, .0389, -.043
  1.0,   1.5, .8125, 0.875, .1508, -.174, .1853, -.243, 0.054, -.078
  1.0,   1.5, .6875, .8125, .1399, -.189, .0861, -.103, .1025, -.133
  1.0,   1.5, .8125, 0.875, .2034, -0.26, .0703, -.114,  0.11, -.138
  1.0,   1.5,  0.75, .9375, .1676, -0.23, .1524, -0.18, .0887, -.126
  1.0,   1.5, .5625, 0.875, .1304, -.168, .1303, -.145, .0438, -.028
  1.0,   1.5,  0.75,   0.5, .0848, -.085, .0212, -.008, .0288, -.035
  1.0,   1.5, .6875,  0.75, .1696, -.201, 0.145, -.166, .1852, -.217
  1.0,   1.5, 0.875, 0.875, .2199, -.292, 0.133, -.139, -.021, -.021
  1.0,   1.5, .6875, .8125, .1568, -.183, .1963, -.259, .0521, -.076
  1.0,   1.5, .6875, .8125, .1771, -.248, 0.151, -.174, .1142, -.115
  1.0,   1.5, 0.625, .5625, .0831, -0.11, .0368, -.056, .0166, -.016
