D1, D2, ChooseA, AvoidB, PickA, PickB, PickC, PickD, PickE, PickF, DontPickA, DontPickB, DontPickC, DontPickD, DontPickE, DontPickF
  1.5,   1.5,  0.75, .5625, .2018, -.202, .0803, -0.08, .0631, -.063
  1.5,   1.5, 0.875, .6875, .2744, -.274, .1162, -.116, .0656, -.066
  1.5,   1.5, .9375, 0.875, .2894, -.289, .2396, -0.24, .0417, -.042
  1.5,   1.5, .6875, .5625, .0933, -.093, .1248, -.125, 0.026, -.026
  1.5,   1.5, 0.625, .5625, .1149, -.115, .0434, -.043, .0845, -.084
  1.5,   1.5, .8125, .6875, .1355, -.135, .0663, -.066, .0601, -0.06
  1.5,   1.5, .8125, 0.625, .0701, -0.07, .0433, -.043, .0348, -.035
  1.5,   1.5, 0.875, 0.625, .1774, -.177, .1659, -.166, .0796, -0.08
  1.5,   1.5,  0.75,   0.5, .0859, -.086, .0589, -.059, .0598, -0.06
  1.5,   1.5, 0.625, .8125, .1355, -.135, .0497, -0.05, 0.061, -.061
  1.5,   1.5, .8125, 0.875, .2269, -.227, .0607, -.061, .0926, -.093
  1.5,   1.5, .9375, .6875, .1677, -.168, 0.135, -.135, .0227, -.023
  1.5,   1.5, .5625,   0.5, .0932, -.093, .0757, -.076, .0684, -.068
  1.5,   1.5, .6875, .6875, .1486, -.149, 0.067, -.067, .0745, -.075
  1.5,   1.5, 0.875, .6875, .1277, -.128, .0517, -.052, .0251, -.025
  1.5,   1.5, .5625,  0.75, 0.126, -.126, 0.107, -.107, 0.107, -.107
  1.5,   1.5, .6875, 0.875, .1399, -0.14, .1016, -.102, .0398, -0.04
  1.5,   1.5, 0.625, .6875, .1506, -.151, .0811, -.081, .0222, -.022
  1.5,   1.5,  0.75, .4375, .1638, -.164, .0834, -.083, 0.051, -.051
  1.5,   1.5, .5625, .6875, .0835, -.084, .1272, -.127, .0599, -0.06
  1.5,   1.5, 0.625,  0.75, .1325, -.133, .0871, -.087, 0.083, -.083
  1.5,   1.5, 0.875,  0.75, .2824, -.282, .1801, -0.18, .0296, -0.03
  1.5,   1.5, .5625, .6875, .1017, -.102, .0934, -.093, .0155, -.015
  1.5,   1.5, .6875, .6875, .1594, -.159, .0744, -.074, .0702, -0.07
  1.5,   1.5, .3125, .5625, .0524, -.052, .0612, -.061, .0264, -.026
  1.5,   1.5, 0.625, .5625, .0614, -.061, .0347, -.035, .0085, -.008
  1.5,   1.5, 0.625, .5625, .0701, -0.07, 0.026, -.026, .0174, -.017
  1.5,   1.5, 0.875,  0.75, .3088, -.309, .2285, -.229, -.003, .0031
  1.5,   1.5, .8125, 0.875, .1893, -.189, .1077, -.108, .0919, -.092
  1.5,   1.5,  0.75, .6875, .0854, -.085, .0513, -.051, .0343, -.034
  1.5,   1.5, 0.625, 0.875, .1445, -.144, .0584, -.058, .0336, -.034
  1.5,   1.5, 0.625, .8125, .0525, -.053, .0527, -.053, 0.035, -.035
  1.5,   1.5, 0.875, 0.625, .1421, -.142, .1053, -.105, .0754, -.075
  1.5,   1.5, 0.625,  0.75, .1196, -0.12, .1269, -.127, .0429, -.043
  1.5,   1.5, .6875, 0.875, .1952, -.195, .0522, -.052, .0256, -.026
  1.5,   1.5, 0.625,   0.5, .0702, -0.07, 0.061, -.061, .0084, -.008
  1.5,   1.5, .5625, .5625, .0927, -.093, .0852, -.085, .0347, -.035
  1.5,   1.5, .5625,   0.5, .0434, -.043, .0789, -.079, 0.026, -.026
  1.5,   1.5, .6875, .8125, .0506, -.051, 0.077, -.077, .0419, -.042
  1.5,   1.5,  0.75, 0.875, .2153, -.215, 0.049, -.049, .0334, -.033
  1.5,   1.5, .8125, .9375, .2407, -.241, .0905, -0.09, -.022, .0222
  1.5,   1.5,   0.5, 0.625, .0788, -.079, 0.035, -.035, .0178, -.018
  1.5,   1.5, .8125, 0.875, .2502, -0.25, .1467, -.147, .0502, -0.05
  1.5,   1.5, 0.625, .5625, .0767, -.077, .1103, -0.11, .0582, -.058
  1.5,   1.5, .8125, .6875, .1529, -.153, .0583, -.058, .0257, -.026
  1.5,   1.5, .9375,   0.5, .1022, -.102, .1107, -.111, 0.068, -.068
  1.5,   1.5, .9375, .8125, .1723, -.172, .1348, -.135, .0143, -.014
  1.5,   1.5, .5625, .6875, .1425, -.142, .1303, -0.13, .0269, -.027
  1.5,   1.5, 0.625, 0.625, .0774, -.077, .0853, -.085, .0519, -.052
  1.5,   1.5, .6875,  0.75, .1243, -.124, .1076, -.108, .0573, -.057
  1.5,   1.5,  0.75, .9375, .2675, -.267, .1268, -.127, .0419, -.042
